ref_frequency_thz,ref_amplitude,ref_phase,sample_frequency_thz,sample_amplitude,sample_phase,phase_offset,phase_diff
3.53333,2.54773e-05,2461.63262,3.53333,5.05973e-06,2576.72487,63.2717,51.82055
3.54444,2.53842e-05,2469.38749,3.54444,5.14864e-06,2584.91781,63.4706,52.05972
3.55556,2.52542e-05,2477.14149,3.55556,5.22525e-06,2593.10389,63.6696,52.29281
3.56667,2.50793e-05,2484.89441,3.56667,5.28285e-06,2601.2834,63.8686,52.5204
3.57778,2.48519e-05,2492.64607,3.57778,5.31609e-06,2609.45662,64.0675,52.74305
3.58889,2.45651e-05,2500.39633,3.58889,5.321e-06,2617.62377,64.2665,52.96093
3.6,2.42137e-05,2508.14508,3.6,5.29487e-06,2625.78491,64.4655,53.17434
3.61111,2.37935e-05,2515.89221,3.61111,5.23628e-06,2633.93998,64.6644,53.38337
3.62222,2.33022e-05,2523.63766,3.62222,5.14496e-06,2642.08868,64.8634,53.58762
3.63333,2.27392e-05,2531.38139,3.63333,5.02179e-06,2650.23053,65.0624,53.78674
3.64444,2.21059e-05,2539.12337,3.64444,4.86883e-06,2658.36477,65.2614,53.98001
3.65556,2.14053e-05,2546.8636,3.65556,4.68937e-06,2666.49038,65.4603,54.16649
3.66667,2.06421e-05,2554.6021,3.66667,4.48808e-06,2674.60602,65.6593,54.34462
3.67778,1.98226e-05,2562.33892,3.67778,4.27124e-06,2682.71002,65.8583,54.5128
3.68889,1.89541e-05,2570.07413,3.68889,4.04698e-06,2690.80045,66.0572,54.66911
3.7,1.80451e-05,2577.80782,3.7,3.82559e-06,2698.87521,66.2562,54.81118
3.71111,1.71044e-05,2585.54011,3.71111,3.61967e-06,2706.93243,66.4552,54.93713
3.72222,1.61414e-05,2593.27114,3.72222,3.44386e-06,2714.97115,66.6541,55.04592
3.73333,1.51651e-05,2601.00109,3.73333,3.31373e-06,2722.99226,66.8531,55.13807
3.74444,1.41847e-05,2608.73016,3.74444,3.24353e-06,2730.99945,67.0521,55.21719
3.75556,1.32083e-05,2616.45855,3.75556,3.24297e-06,2738.99935,67.251,55.2898
3.76667,1.22438e-05,2624.18649,3.76667,3.31441e-06,2747.00022,67.45,55.36373
3.77778,1.12981e-05,2631.91418,3.77778,3.45201e-06,2755.00965,67.649,55.44647
3.78889,1.03771e-05,2639.64176,3.78889,3.64348e-06,2763.03269,67.8479,55.54302
3.8,9.48593e-06,2647.36932,3.8,3.87306e-06,2771.07138,68.0469,55.65515
3.81111,8.62905e-06,2655.0968,3.81111,4.12436e-06,2779.12548,68.2459,55.78278
3.82222,7.81006e-06,2662.8239,3.82222,4.38211e-06,2787.19348,68.4448,55.92478
3.83333,7.03197e-06,2670.55002,3.83333,4.63294e-06,2795.2734,68.6438,56.07958
3.84444,6.2974e-06,2678.27408,3.84444,4.86567e-06,2803.36328,68.8428,56.2464
3.85556,5.60873e-06,2685.99432,3.85556,5.07122e-06,2811.4614,69.0417,56.42538
3.86667,4.96857e-06,2693.70804,3.86667,5.24253e-06,2819.56633,69.2407,56.61759
3.87778,4.38042e-06,2701.41126,3.87778,5.37442e-06,2827.67696,69.4397,56.826
3.88889,3.84993e-06,2709.09834,3.88889,5.46348e-06,2835.79243,69.6386,57.05549
3.9,3.38679e-06,2716.76187,3.9,5.50798e-06,2843.91212,69.8376,57.31265
3.91111,3.00737e-06,2724.39355,3.91111,5.50769e-06,2852.03561,70.0366,57.60547
3.92222,2.73668e-06,2731.98759,3.92222,5.46387e-06,2860.16268,70.2355,57.93959
3.93333,2.6058e-06,2739.54792,3.93333,5.37905e-06,2868.29324,70.4345,58.31082
3.94444,2.64023e-06,2747.09398,3.94444,5.25689e-06,2876.42737,70.6335,58.69989
3.95556,2.84489e-06,2754.65376,3.95556,5.1021e-06,2884.5653,70.8324,59.07914
3.96667,3.20175e-06,2762.24697,3.96667,4.92015e-06,2892.70739,71.0314,59.42902
3.97778,3.6821e-06,2769.87802,3.97778,4.71721e-06,2900.85417,71.2304,59.74575
3.98889,4.25819e-06,2777.54168,3.98889,4.49991e-06,2909.00628,71.4293,60.0353
4.0,4.90716e-06,2785.23019,4.0,4.27522e-06,2917.16448,71.6283,60.30599
4.01111,5.61023e-06,2792.93666,4.01111,4.05029e-06,2925.32962,71.8273,60.56566
4.02222,6.35105e-06,2800.65584,4.02222,3.83231e-06,2933.50253,72.0262,60.8205
4.03333,7.1143e-06,2808.38398,4.03333,3.62834e-06,2941.68394,72.2252,61.07477
4.04444,7.88505e-06,2816.11848,4.04444,3.44513e-06,2949.87427,72.4242,61.33159
4.05556,8.64845e-06,2823.85755,4.05556,3.2888e-06,2958.07345,72.6232,61.5927
4.06667,9.38984e-06,2831.59997,4.06667,3.16447e-06,2966.28071,72.8221,61.85864
4.07778,1.00949e-05,2839.34491,4.07778,3.07585e-06,2974.49449,73.0211,62.12849
4.08889,1.07502e-05,2847.0918,4.08889,3.02479e-06,2982.71254,73.2201,62.40065
4.1,1.13434e-05,2854.84028,4.1,3.01103e-06,2990.93221,73.419,62.67293
4.11111,1.18635e-05,2862.59012,4.11111,3.03231e-06,2999.15089,73.618,62.94277
4.12222,1.23016e-05,2870.34119,4.12222,3.08464e-06,3007.36646,73.817,63.20826
4.13333,1.26512e-05,2878.09345,4.13333,3.16292e-06,3015.57752,74.0159,63.46816
4.14444,1.2908e-05,2885.8469,4.14444,3.2615e-06,3023.78344,74.2149,63.72163
4.15556,1.30706e-05,2893.6016,4.15556,3.37464e-06,3031.98423,74.4139,63.96873
4.16667,1.31403e-05,2901.35763,4.16667,3.49692e-06,3040.18034,74.6128,64.20991
4.17778,1.31214e-05,2909.11511,4.17778,3.62334e-06,3048.37245,74.8118,64.44555
4.18889,1.30206e-05,2916.87418,4.18889,3.74943e-06,3056.56133,75.0108,64.67635
4.2,1.28474e-05,2924.63499,4.2,3.87122e-06,3064.74771,75.2097,64.90302
4.21111,1.26136e-05,2932.39768,4.21111,3.98518e-06,3072.93224,75.4087,65.12586
4.22222,1.23327e-05,2940.16235,4.22222,4.08817e-06,3081.11545,75.6077,65.3454
4.23333,1.20198e-05,2947.92907,4.23333,4.17737e-06,3089.29775,75.8066,65.56208
4.24444,1.16909e-05,2955.69782,4.24444,4.25019e-06,3097.47945,76.0056,65.77602
4.25556,1.13621e-05,2963.46844,4.25556,4.30422e-06,3105.66073,76.2046,65.98769
4.26667,1.10494e-05,2971.24061,4.26667,4.33724e-06,3113.84171,76.4035,66.1976
4.27778,1.07676e-05,2979.01381,4.27778,4.34717e-06,3122.02244,76.6025,66.40613
4.28889,1.05298e-05,2986.78733,4.28889,4.33211e-06,3130.20291,76.8015,66.61409
4.3,1.03469e-05,2994.56024,4.3,4.29044e-06,3138.38308,77.0004,66.82244
4.31111,1.02271e-05,3002.33152,4.31111,4.22083e-06,3146.56288,77.1994,67.03195
4.32222,1.01757e-05,3010.10012,4.32222,4.1224e-06,3154.74219,77.3984,67.24366
4.33333,1.0195e-05,3017.86508,4.33333,3.99478e-06,3162.92087,77.5973,67.45849
4.34444,1.02851e-05,3025.62565,4.34444,3.83829e-06,3171.09873,77.7963,67.67678
4.35556,1.04433e-05,3033.38136,4.35556,3.65394e-06,3179.27544,77.9953,67.89879
4.36667,1.06652e-05,3041.13206,4.36667,3.44359e-06,3187.45056,78.1942,68.1243
4.37778,1.09445e-05,3048.87789,4.37778,3.20995e-06,3195.62336,78.3932,68.35226
4.38889,1.12737e-05,3056.61924,4.38889,2.95659e-06,3203.7927,78.5922,68.58126
4.4,1.16438e-05,3064.35662,4.4,2.68798e-06,3211.95679,78.7911,68.80908
4.41111,1.20449e-05,3072.09062,4.41111,2.40954e-06,3220.11277,78.9901,69.03204
4.42222,1.24661e-05,3079.82186,4.42222,2.12787e-06,3228.25603,79.1891,69.24507
4.43333,1.28957e-05,3087.55089,4.43333,1.8513e-06,3236.37928,79.388,69.44039
4.44444,1.33219e-05,3095.27817,4.44444,1.59132e-06,3244.47112,79.587,69.60594
4.45556,1.37326e-05,3103.0041,4.45556,1.36516e-06,3252.51552,79.786,69.72542
4.46667,1.41162e-05,3110.72894,4.46667,1.19934e-06,3260.49658,79.9849,69.78274
4.47778,1.44618e-05,3118.45289,4.47778,1.12867e-06,3268.41792,80.1839,69.78113
4.48889,1.47596e-05,3126.17607,4.48889,1.18006e-06,3276.32482,80.3829,69.76585
4.5,1.50013e-05,3133.8985,4.5,1.3513e-06,3284.27644,80.5819,69.79604
4.51111,1.51803e-05,3141.62017,4.51111,1.61787e-06,3292.29499,80.7808,69.89402
4.52222,1.52919e-05,3149.34101,4.52222,1.95486e-06,3300.3698,80.9798,70.04899
4.53333,1.53332e-05,3157.06091,4.53333,2.34516e-06,3308.48288,81.1788,70.24317
4.54444,1.53037e-05,3164.77974,4.54444,2.77735e-06,3316.61982,81.3777,70.46239
4.55556,1.52047e-05,3172.49731,4.55556,3.24237e-06,3324.77091,81.5767,70.6969
4.56667,1.50395e-05,3180.21344,4.56667,3.73123e-06,3332.92988,81.7757,70.94073
4.57778,1.4813e-05,3187.92793,4.57778,4.2339e-06,3341.09277,81.9746,71.19024
4.58889,1.45316e-05,3195.64053,4.58889,4.73883e-06,3349.2571,82.1736,71.44297
4.6,1.4203e-05,3203.35103,4.6,5.23299e-06,3357.42133,82.3726,71.6977
4.61111,1.38357e-05,3211.05916,4.61111,5.70209e-06,3365.58452,82.5715,71.95386
4.62222,1.34389e-05,3218.76468,4.62222,6.13101e-06,3373.74612,82.7705,72.21094
4.63333,1.3022e-05,3226.46733,4.63333,6.50435e-06,3381.90584,82.9695,72.46901
4.64444,1.25947e-05,3234.16686,4.64444,6.80697e-06,3390.06354,83.1684,72.72828
4.65556,1.2166e-05,3241.86304,4.65556,7.02459e-06,3398.21917,83.3674,72.98872
4.66667,1.17451e-05,3249.55566,4.66667,7.14433e-06,3406.37274,83.5664,73.25069
4.67778,1.13403e-05,3257.24453,4.67778,7.1553e-06,3414.52432,83.7653,73.51448
4.68889,1.09592e-05,3264.92954,4.68889,7.04899e-06,3422.67393,83.9643,73.7801
4.7,1.0609e-05,3272.61061,4.7,6.81968e-06,3430.82166,84.1633,74.04775
4.71111,1.02958e-05,3280.28777,4.71111,6.46472e-06,3438.96752,84.3622,74.31756
4.72222,1.00252e-05,3287.96115,4.72222,5.98471e-06,3447.11154,84.5612,74.58919
4.73333,9.80187e-06,3295.63101,4.73333,5.38354e-06,3455.25365,84.7602,74.86243
4.74444,9.6297e-06,3303.29775,4.74444,4.66831e-06,3463.39368,84.9591,75.13683
4.75556,9.51171e-06,3310.9619,4.75556,3.84922e-06,3471.53118,85.1581,75.41118
4.76667,9.44992e-06,3318.62413,4.76667,2.93923e-06,3479.66495,85.3571,75.68372
4.77778,9.44522e-06,3326.28521,4.77778,1.95382e-06,3487.791,85.556,75.94979
4.78889,9.49728e-06,3333.94596,4.78889,9.11116e-07,3495.8861,85.755,76.18514
4.8,9.60438e-06,3341.6072,4.8,1.8981e-07,3507.63201,85.954,80.0708
4.81111,9.7634e-06,3349.26971,4.81111,1.28164e-06,3515.43469,86.1529,80.01207
4.82222,9.9698e-06,3356.93413,4.82222,2.38486e-06,3523.54323,86.3519,80.2572
4.83333,1.02177e-05,3364.60096,4.83333,3.46917e-06,3531.66758,86.5509,80.51572
4.84444,1.05e-05,3372.27051,4.84444,4.51521e-06,3539.79587,86.7498,80.77556
4.85556,1.08088e-05,3379.94295,4.85556,5.50525e-06,3547.92551,86.9488,81.03377
4.86667,1.11351e-05,3387.61825,4.86667,6.42326e-06,3556.05568,87.1478,81.28963
4.87778,1.14699e-05,3395.29626,4.87778,7.25531e-06,3564.18606,87.3467,81.5431
4.88889,1.18039e-05,3402.97671,4.88889,7.98975e-06,3572.31657,87.5457,81.79416
4.9,1.2128e-05,3410.65925,4.9,8.61746e-06,3580.44726,87.7447,82.04331
4.91111,1.24339e-05,3418.34346,4.91111,9.13192e-06,3588.57819,87.9437,82.29104
4.92222,1.27141e-05,3426.02887,4.92222,9.52926e-06,3596.70953,88.1426,82.53806
4.93333,1.29623e-05,3433.715,4.93333,9.80818e-06,3604.84142,88.3416,82.78482
4.94444,1.31741e-05,3441.40137,4.94444,9.96983e-06,3612.9741,88.5406,83.03213
4.95556,1.33466e-05,3449.08748,4.95556,1.00177e-05,3621.10779,88.7395,83.28081
4.96667,1.34792e-05,3456.77289,4.96667,9.95724e-06,3629.24278,88.9385,83.53139
4.97778,1.35733e-05,3464.45716,4.97778,9.79583e-06,3637.37938,89.1375,83.78472
4.98889,1.36327e-05,3472.13996,4.98889,9.54231e-06,3645.51796,89.3364,84.0416
5.0,1.36631e-05,3479.82101,5.0,9.20674e-06,3653.65892,89.5354,84.30251
5.01111,1.36722e-05,3487.50017,5.01111,8.80012e-06,3661.80272,89.7344,84.56815
5.02222,1.36688e-05,3495.17745,5.02222,8.33405e-06,3669.94989,89.9333,84.83913
5.03333,1.36628e-05,3502.85304,5.03333,7.82043e-06,3678.10104,90.1323,85.1157
5.04444,1.36643e-05,3510.52732,5.04444,7.27118e-06,3686.25688,90.3313,85.39826
5.05556,1.36825e-05,3518.20086,5.05556,6.69798e-06,3694.41824,90.5302,85.68717
5.06667,1.37254e-05,3525.87445,5.06667,6.112e-06,3702.58612,90.7292,85.98247
5.07778,1.37987e-05,3533.54898,5.07778,5.52373e-06,3710.76178,90.9282,86.28459
5.08889,1.3906e-05,3541.22543,5.08889,4.94285e-06,3718.94677,91.1271,86.59424
5.1,1.40478e-05,3548.90477,5.1,4.37821e-06,3727.14318,91.3261,86.91231
5.11111,1.42225e-05,3556.58789,5.11111,3.83799e-06,3735.3538,91.5251,87.24081
5.12222,1.44264e-05,3564.27553,5.12222,3.33009e-06,3743.58257,91.724,87.58304
5.13333,1.46541e-05,3571.96826,5.13333,2.863e-06,3751.83504,91.923,87.94378
5.14444,1.49001e-05,3579.66643,5.14444,2.44724e-06,3760.11887,92.122,88.33044
5.15556,1.51583e-05,3587.37022,5.15556,2.09737e-06,3768.4435,92.3209,88.75238
5.16667,1.54237e-05,3595.07961,5.16667,1.83385e-06,3776.81672,92.5199,89.21721
5.17778,1.5692e-05,3602.79443,5.17778,1.68096e-06,3785.23506,92.7189,89.72173
5.18889,1.59602e-05,3610.5144,5.18889,1.65594e-06,3793.673,92.9178,90.2408
5.2,1.62266e-05,3618.2391,5.2,1.75466e-06,3802.09117,93.1168,90.73528
5.21111,1.64908e-05,3625.96806,5.21111,1.95219e-06,3810.46276,93.3158,91.1789
5.22222,1.67533e-05,3633.70073,5.22222,2.2181e-06,3818.78329,93.5147,91.56786
5.23333,1.70154e-05,3641.43654,5.23333,2.52754e-06,3827.06044,93.7137,91.9102
5.24444,1.72788e-05,3649.17485,5.24444,2.86297e-06,3835.30393,93.9127,92.21638
5.25556,1.75451e-05,3656.91505,5.25556,3.2121e-06,3843.52182,94.1116,92.49516
5.26667,1.7816e-05,3664.65653,5.26667,3.56578e-06,3851.72,94.3106,92.75287
5.27778,1.80926e-05,3672.39869,5.27778,3.91654e-06,3859.90267,94.5096,92.99438
5.28889,1.83753e-05,3680.14101,5.28889,4.25788e-06,3868.07285,94.7085,93.22335
5.3,1.86642e-05,3687.88299,5.3,4.58392e-06,3876.23276,94.9075,93.44227
5.31111,1.89583e-05,3695.62425,5.31111,4.88922e-06,3884.38406,95.1065,93.65331
5.32222,1.92563e-05,3703.36445,5.32222,5.16882e-06,3892.52802,95.3054,93.85817
5.33333,1.95564e-05,3711.10338,5.33333,5.4183e-06,3900.66565,95.5044,94.05787
5.34444,1.98563e-05,3718.84089,5.34444,5.63385e-06,3908.79775,95.7034,94.25346
5.35556,2.01534e-05,3726.57693,5.35556,5.81238e-06,3916.92496,95.9024,94.44563
5.36667,2.0445e-05,3734.31152,5.36667,5.95161e-06,3925.04779,96.1013,94.63497
5.37778,2.07286e-05,3742.04475,5.37778,6.05016e-06,3933.16665,96.3003,94.8216
5.38889,2.10012e-05,3749.77677,5.38889,6.10762e-06,3941.28187,96.4993,95.0058
5.4,2.12604e-05,3757.50778,5.4,6.12456e-06,3949.39371,96.6982,95.18773
5.41111,2.15036e-05,3765.23801,5.41111,6.10254e-06,3957.5024,96.8972,95.36718
5.42222,2.17288e-05,3772.96774,5.42222,6.04407e-06,3965.6081,97.0962,95.54416
5.43333,2.19339e-05,3780.69722,5.43333,5.95251e-06,3973.71098,97.2951,95.71866
5.44444,2.21174e-05,3788.42673,5.44444,5.83194e-06,3981.81122,97.4941,95.89038
5.45556,2.22783e-05,3796.15657,5.45556,5.68693e-06,3989.909,97.6931,96.05934
5.46667,2.24161e-05,3803.88698,5.46667,5.52235e-06,3998.00459,97.892,96.22562
5.47778,2.25308e-05,3811.61821,5.47778,5.34307e-06,4006.0983,98.091,96.38909
5.48889,2.26234e-05,3819.35047,5.48889,5.1537e-06,4014.19053,98.29,96.55006
5.5,2.26954e-05,3827.08397,5.5,4.95828e-06,4022.28179,98.4889,96.70892
5.51111,2.27493e-05,3834.81884,5.51111,4.76004e-06,4030.37267,98.6879,96.86593
5.52222,2.27883e-05,3842.55519,5.52222,4.56124e-06,4038.4638,98.8869,97.02171
5.53333,2.28164e-05,3850.29308,5.53333,4.36301e-06,4046.55586,99.0858,97.17698
5.54444,2.28379e-05,3858.0325,5.54444,4.1654e-06,4054.64944,99.2848,97.33213
5.55556,2.2858e-05,3865.77341,5.55556,3.96741e-06,4062.745,99.4838,97.48779
5.56667,2.28818e-05,3873.51568,5.56667,3.76712e-06,4070.8428,99.6827,97.64442
5.57778,2.29145e-05,3881.25914,5.57778,3.56193e-06,4078.94275,99.8817,97.80191
5.58889,2.29609e-05,3889.00354,5.58889,3.34875e-06,4087.04434,100.081,97.95979
5.6,2.30255e-05,3896.7486,5.6,3.1242e-06,4095.14648,100.28,98.11788
5.61111,2.31118e-05,3904.49399,5.61111,2.88491e-06,4103.24732,100.479,98.27434
5.62222,2.32224e-05,3912.23933,5.62222,2.62785e-06,4111.34385,100.678,98.42652
5.63333,2.33586e-05,3919.98426,5.63333,2.35089e-06,4119.43118,100.877,98.56992
5.64444,2.35206e-05,3927.7284,5.64444,2.05391e-06,4127.50103,101.076,98.69662
5.65556,2.37075e-05,3935.4714,5.65556,1.74125e-06,4135.53841,101.274,98.79301
5.66667,2.39174e-05,3943.21294,5.66667,1.42779e-06,4143.51465,101.473,98.82871
5.67778,2.41471e-05,3950.95275,5.67778,1.15456e-06,4151.37732,101.672,98.75257
5.68889,2.4393e-05,3958.69063,5.68889,1.01634e-06,4159.07686,101.871,98.51522
5.7,2.46512e-05,3966.42644,5.7,1.13042e-06,4166.71908,102.07,98.22264
5.71111,2.49171e-05,3974.16009,5.71111,1.49139e-06,4174.49955,102.269,98.07046
5.72222,2.51865e-05,3981.89158,5.72222,2.00959e-06,4182.427,102.468,98.06743
5.73333,2.54552e-05,3989.62096,5.73333,2.62418e-06,4190.44052,102.667,98.15256
5.74444,2.57194e-05,3997.34837,5.74444,3.30458e-06,4198.50052,102.866,98.28615
5.75556,2.59754e-05,4005.07397,5.75556,4.03297e-06,4206.5866,103.065,98.44763
5.76667,2.62203e-05,4012.798,5.76667,4.79607e-06,4214.68812,103.264,98.62612
5.77778,2.64513e-05,4020.52074,5.77778,5.58205e-06,4222.79915,103.463,98.81541
5.78889,2.6666e-05,4028.24249,5.78889,6.37934e-06,4230.91619,103.662,99.0117
5.8,2.68625e-05,4035.96362,5.8,7.17635e-06,4239.03706,103.861,99.21244
5.81111,2.7039e-05,4043.6845,5.81111,7.9615e-06,4247.16036,104.06,99.41587
5.82222,2.71938e-05,4051.40552,5.82222,8.72336e-06,4255.28514,104.259,99.62062
5.83333,2.73254e-05,4059.12711,5.83333,9.45096e-06,4263.41075,104.458,99.82564
5.84444,2.74328e-05,4066.84967,5.84444,1.0134e-05,4271.53674,104.657,100.03007
5.85556,2.75148e-05,4074.57363,5.85556,1.07632e-05,4279.66279,104.856,100.23315
5.86667,2.75711e-05,4082.29939,5.86667,1.13305e-05,4287.78866,105.055,100.43427
5.87778,2.76014e-05,4090.02732,5.87778,1.18289e-05,4295.91421,105.254,100.63289
5.88889,2.76066e-05,4097.7578,5.88889,1.22533e-05,4304.03935,105.453,100.82855
5.9,2.75883e-05,4105.49114,5.9,1.25999e-05,4312.16401,105.652,101.02088
5.91111,2.7549e-05,4113.22762,5.91111,1.28663e-05,4320.28819,105.851,101.20957
5.92222,2.74926e-05,4120.96746,5.92222,1.30516e-05,4328.4119,106.05,101.39444
5.93333,2.74242e-05,4128.71082,5.93333,1.31565e-05,4336.5352,106.249,101.57538
5.94444,2.735e-05,4136.45777,5.94444,1.31825e-05,4344.65814,106.448,101.75238
5.95556,2.72771e-05,4144.20829,5.95556,1.31323e-05,4352.78085,106.647,101.92556
5.96667,2.72134e-05,4151.96227,5.96667,1.30095e-05,4360.90344,106.846,102.09517
5.97778,2.71668e-05,4159.71948,5.97778,1.28181e-05,4369.02605,107.045,102.26158
5.98889,2.71449e-05,4167.47957,5.98889,1.25627e-05,4377.14885,107.244,102.42529
6.0,2.71545e-05,4175.24209,6.0,1.22484e-05,4385.27202,107.442,102.58793
6.01111,2.72006e-05,4183.00652,6.01111,1.18803e-05,4393.39575,107.641,102.74823
6.02222,2.7286e-05,4190.77222,6.02222,1.14639e-05,4401.52024,107.84,102.90802
6.03333,2.74109e-05,4198.53855,6.03333,1.10046e-05,4409.64571,108.039,103.06815
6.04444,2.75727e-05,4206.30485,6.04444,1.0508e-05,4417.77237,108.238,103.22952
6.05556,2.77661e-05,4214.07047,6.05556,9.97986e-06,4425.90046,108.437,103.39299
6.06667,2.79832e-05,4221.83484,6.06667,9.4261e-06,4434.03022,108.636,103.55938
6.07778,2.82138e-05,4229.59747,6.07778,8.85274e-06,4442.16192,108.835,103.72945
6.08889,2.84466e-05,4237.35795,6.08889,8.26601e-06,4450.29585,109.034,103.9039
6.1,2.86693e-05,4245.11601,6.1,7.67232e-06,4458.43236,109.233,104.08335
6.11111,2.88695e-05,4252.87143,6.11111,7.07829e-06,4466.57184,109.432,104.26841
6.12222,2.90354e-05,4260.62413,6.12222,6.49066e-06,4474.71478,109.631,104.45965
6.13333,2.91563e-05,4268.3741,6.13333,5.91631e-06,4482.86178,109.83,104.65769
6.14444,2.92231e-05,4276.12139,6.14444,5.36217e-06,4491.01357,110.029,104.86318
6.15556,2.92286e-05,4283.86615,6.15556,4.83516e-06,4499.17107,110.228,105.07691
6.16667,2.91674e-05,4291.60856,6.16667,4.34211e-06,4507.33533,110.427,105.29977
6.17778,2.90365e-05,4299.34887,6.17778,3.88968e-06,4515.50758,110.626,105.53271
6.18889,2.88347e-05,4307.08736,6.18889,3.48425e-06,4523.68903,110.825,105.77667
6.2,2.85628e-05,4314.82437,6.2,3.13169e-06,4531.88064,111.024,106.03227
6.21111,2.82232e-05,4322.56028,6.21111,2.8371e-06,4540.08265,111.223,106.29937
6.22222,2.78197e-05,4330.29551,6.22222,2.60422e-06,4548.29399,111.422,106.57648
6.23333,2.73574e-05,4338.03052,6.23333,2.43479e-06,4556.51182,111.621,106.8603
6.24444,2.68423e-05,4345.76582,6.24444,2.32784e-06,4564.73159,111.82,107.14577
6.25556,2.62811e-05,4353.50194,6.25556,2.2795e-06,4572.94786,112.019,107.42692
6.26667,2.56812e-05,4361.23946,6.26667,2.28349e-06,4581.15579,112.218,107.69833
6.27778,2.50506e-05,4368.97896,6.27778,2.33214e-06,4589.3523,112.417,107.95634
6.28889,2.43979e-05,4376.72104,6.28889,2.41754e-06,4597.5365,112.616,108.19947
6.3,2.37322e-05,4384.46628,6.3,2.53223e-06,4605.70931,112.815,108.42802
6.31111,2.30636e-05,4392.21526,6.31111,2.6695e-06,4613.87269,113.014,108.64343
6.32222,2.24029e-05,4399.96847,6.32222,2.82326e-06,4622.02903,113.213,108.84755
6.33333,2.17614e-05,4407.72632,6.33333,2.988e-06,4630.1806,113.411,109.04328
6.34444,2.11515e-05,4415.48906,6.34444,3.15858e-06,4638.32937,113.61,109.2303
6.35556,2.05855e-05,4423.25678,6.35556,3.33034e-06,4646.47689,113.809,109.41111
6.36667,2.00754e-05,4431.02933,6.36667,3.4991e-06,4654.62433,114.008,109.587
6.37778,1.96322e-05,4438.80626,6.37778,3.66136e-06,4662.77245,114.207,109.75919
6.38889,1.92647e-05,4446.58687,6.38889,3.81444e-06,4670.92174,114.406,109.92887
6.4,1.89785e-05,4454.37018,6.4,3.95658e-06,4679.07241,114.605,110.09723
6.41111,1.87752e-05,4462.155,6.41111,4.08701e-06,4687.22447,114.804,110.26547
6.42222,1.8652e-05,4469.93999,6.42222,4.20601e-06,4695.37771,115.003,110.43471
6.43333,1.86013e-05,4477.72384,6.43333,4.31478e-06,4703.53174,115.202,110.6059
6.44444,1.86118e-05,4485.5053,6.44444,4.4154e-06,4711.68605,115.401,110.77975
6.45556,1.86687e-05,4493.28331,6.45556,4.51061e-06,4719.83994,115.6,110.95663
6.46667,1.87556e-05,4501.05703,6.46667,4.60367e-06,4727.99262,115.799,111.1366
6.47778,1.88552e-05,4508.82585,6.47778,4.69814e-06,4736.14324,115.998,111.31939
6.48889,1.89512e-05,4516.58938,6.48889,4.79772e-06,4744.29091,116.197,111.50453
6.5,1.90289e-05,4524.34743,6.5,4.90615e-06,4752.43481,116.396,111.69138
6.51111,1.9076e-05,4532.09993,6.51111,5.02707e-06,4760.57426,116.595,111.87933
6.52222,1.90832e-05,4539.84691,6.52222,5.16403e-06,4768.70876,116.794,112.06786
6.53333,1.90448e-05,4547.58848,6.53333,5.32035e-06,4776.83809,116.993,112.25661
6.54444,1.89578e-05,4555.32481,6.54444,5.49905e-06,4784.96231,117.192,112.4455
6.55556,1.88229e-05,4563.05611,6.55556,5.70273e-06,4793.08178,117.391,112.63468
6.56667,1.86431e-05,4570.7826,6.56667,5.9333e-06,4801.19711,117.59,112.82451
6.57778,1.84242e-05,4578.50459,6.57778,6.19178e-06,4809.30911,117.789,113.01552
6.58889,1.81733e-05,4586.22241,6.58889,6.47804e-06,4817.41869,117.988,113.20828
6.6,1.78989e-05,4593.93645,6.6,6.79064e-06,4825.52679,118.187,113.40334
6.61111,1.761e-05,4601.6472,6.61111,7.12678e-06,4833.6343,118.386,113.60111
6.62222,1.73155e-05,4609.35519,6.62222,7.48229e-06,4841.74199,118.585,113.8018
6.63333,1.70234e-05,4617.06105,6.63333,7.85188e-06,4849.85047,118.784,114.00542
6.64444,1.67408e-05,4624.76547,6.64444,8.22934e-06,4857.96022,118.983,114.21175
6.65556,1.64731e-05,4632.46919,6.65556,8.60794e-06,4866.07155,119.182,114.42037
6.66667,1.62243e-05,4640.17295,6.66667,8.98078e-06,4874.18467,119.381,114.63072
6.67778,1.59969e-05,4647.8775,6.67778,9.34119e-06,4882.29967,119.579,114.84316
6.68889,1.57919e-05,4655.58356,6.68889,9.68306e-06,4890.41658,119.778,115.05502
6.7,1.56095e-05,4663.29174,6.7,1.00011e-05,4898.53538,119.977,115.26663
6.71111,1.54492e-05,4671.0026,6.71111,1.02912e-05,4906.65601,120.176,115.47741
6.72222,1.53104e-05,4678.71656,6.72222,1.05504e-05,4914.77841,120.375,115.68685
6.73333,1.51924e-05,4686.43395,6.73333,1.0777e-05,4922.9025,120.574,115.89454
6.74444,1.5095e-05,4694.15497,6.74444,1.09707e-05,4931.02819,120.773,116.10022
6.75556,1.50186e-05,4701.87971,6.75556,1.11323e-05,4939.1554,120.972,116.30369
6.76667,1.49641e-05,4709.60816,6.76667,1.12635e-05,4947.28404,121.171,116.50488
6.77778,1.49329e-05,4717.34022,6.77778,1.13668e-05,4955.41402,121.37,116.7038
6.78889,1.49267e-05,4725.07573,6.78889,1.14453e-05,4963.54525,121.569,116.90052
