ref_frequency_thz,ref_amplitude,ref_phase,sample_frequency_thz,sample_amplitude,sample_phase,phase_offset,phase_diff
6.8,1.49474e-05,4732.81444,6.8,1.15021e-05,4971.67761,121.768,117.09517
6.81111,1.49968e-05,4740.55607,6.81111,1.154e-05,4979.81097,121.967,117.2879
6.82222,1.50764e-05,4748.30031,6.82222,1.15614e-05,4987.94517,122.166,117.47887
6.83333,1.51872e-05,4756.04683,6.83333,1.15679e-05,4996.08006,122.365,117.66824
6.84444,1.53296e-05,4763.79531,6.84444,1.156e-05,5004.21545,122.564,117.85614
6.85556,1.5503e-05,4771.54545,6.85556,1.15372e-05,5012.35113,122.763,118.04267
6.86667,1.57062e-05,4779.29697,6.86667,1.14973e-05,5020.48688,122.962,118.2279
6.87778,1.59373e-05,4787.04965,6.87778,1.14372e-05,5028.62249,123.161,118.41184
6.88889,1.61934e-05,4794.80328,6.88889,1.13523e-05,5036.75775,123.36,118.59447
6.9,1.64713e-05,4802.55772,6.9,1.12372e-05,5044.89244,123.559,118.77572
6.91111,1.6767e-05,4810.31288,6.91111,1.10858e-05,5053.02638,123.758,118.9555
6.92222,1.70766e-05,4818.06866,6.92222,1.08916e-05,5061.15938,123.957,119.13372
6.93333,1.73959e-05,4825.82505,6.93333,1.06481e-05,5069.2913,124.156,119.31025
6.94444,1.77208e-05,4833.582,6.94444,1.03495e-05,5077.42199,124.355,119.48499
6.95556,1.80475e-05,4841.33951,6.95556,9.99068e-06,5085.55133,124.554,119.65782
6.96667,1.83726e-05,4849.09756,6.96667,9.56819e-06,5093.67922,124.753,119.82866
6.97778,1.86931e-05,4856.85614,6.97778,9.08017e-06,5101.80557,124.952,119.99743
6.98889,1.90067e-05,4864.6152,6.98889,8.52682e-06,5109.93032,125.151,120.16412
7.0,1.93116e-05,4872.37471,7.0,7.91061e-06,5118.05345,125.35,120.32874
7.01111,1.96066e-05,4880.1346,7.01111,7.23632e-06,5126.17498,125.549,120.49138
7.02222,1.98912e-05,4887.89476,7.02222,6.51102e-06,5134.29501,125.747,120.65325
7.03333,2.01651e-05,4895.65511,7.03333,5.74389e-06,5142.41383,125.946,120.81272
7.04444,2.04285e-05,4903.4155,7.04444,4.94596e-06,5150.53203,126.145,120.97153
7.05556,2.06817e-05,4911.1758,7.05556,4.12965e-06,5158.65087,126.344,121.13107
7.06667,2.09253e-05,4918.93585,7.06667,3.30845e-06,5166.77302,126.543,121.29417
7.07778,2.11595e-05,4926.69549,7.07778,2.49656e-06,5174.90485,126.742,121.46736
7.08889,2.13848e-05,4934.45458,7.08889,1.70977e-06,5183.06421,126.941,121.66863
7.1,2.16009e-05,4942.21298,7.1,9.72427e-07,5191.32042,127.14,121.96744
7.11111,2.18075e-05,4949.97055,7.11111,4.0539e-07,5200.15133,127.339,122.84177
7.12222,2.20038e-05,4957.72721,7.12222,6.34679e-07,5209.6057,127.538,124.34048
7.13333,2.21888e-05,4965.48289,7.13333,1.21195e-06,5217.98258,127.737,124.76268
7.14444,2.23609e-05,4973.23756,7.14444,1.78306e-06,5226.14351,127.936,124.96995
7.15556,2.25183e-05,4980.99123,7.15556,2.31946e-06,5234.24651,128.135,125.12028
7.16667,2.2659e-05,4988.74394,7.16667,2.82078e-06,5242.3245,128.334,125.24656
7.17778,2.27809e-05,4996.49577,7.17778,3.29212e-06,5250.38916,128.533,125.36039
7.18889,2.28815e-05,5004.24685,7.18889,3.73973e-06,5258.44647,128.732,125.46762
7.2,2.29589e-05,5011.99733,7.2,4.16876e-06,5266.50042,128.931,125.57209
7.21111,2.30109e-05,5019.74739,7.21111,4.58175e-06,5274.55407,129.13,125.67668
7.22222,2.3036e-05,5027.49723,7.22222,4.97768e-06,5282.60983,129.329,125.78359
7.23333,2.3033e-05,5035.24709,7.23333,5.3517e-06,5290.66955,129.528,125.89446
7.24444,2.30012e-05,5042.9972,7.24444,5.69552e-06,5298.73457,129.727,126.01037
7.25556,2.29408e-05,5050.74781,7.25556,5.99825e-06,5306.80576,129.926,126.13196
7.26667,2.28529e-05,5058.49916,7.26667,6.24763e-06,5314.88366,130.125,126.25951
7.27778,2.27394e-05,5066.25148,7.27778,6.43127e-06,5322.96856,130.324,126.39308
7.28889,2.26034e-05,5074.005,7.28889,6.53799e-06,5331.06065,130.523,126.53265
7.3,2.24492e-05,5081.75992,7.3,6.5589e-06,5339.16013,130.722,126.67821
7.31111,2.22819e-05,5089.51639,7.31111,6.48844e-06,5347.26731,130.921,126.82992
7.32222,2.2108e-05,5097.27452,7.32222,6.3251e-06,5355.38276,131.12,126.98824
7.33333,2.19346e-05,5105.03435,7.33333,6.07206e-06,5363.50739,131.319,127.15404
7.34444,2.17695e-05,5112.79585,7.34444,5.73762e-06,5371.64266,131.518,127.32881
7.35556,2.16212e-05,5120.55891,7.35556,5.33557e-06,5379.79079,131.717,127.51488
7.36667,2.14977e-05,5128.32331,7.36667,4.8856e-06,5387.95496,131.915,127.71666
7.37778,2.14072e-05,5136.08873,7.37778,4.41366e-06,5396.13951,132.114,127.93678
7.38889,2.13565e-05,5143.85475,7.38889,3.95241e-06,5404.34972,132.313,128.18197
7.4,2.13515e-05,5151.62089,7.4,3.54085e-06,5412.59045,132.512,128.45756
7.41111,2.13964e-05,5159.38657,7.41111,3.22109e-06,5420.86247,132.711,128.76489
7.42222,2.14935e-05,5167.15121,7.42222,3.02909e-06,5429.15676,132.91,129.09556
7.43333,2.16433e-05,5174.91419,7.43333,2.97993e-06,5437.45246,133.109,129.42927
7.44444,2.18442e-05,5182.67497,7.44444,3.05896e-06,5445.72491,133.308,129.74194
7.45556,2.20931e-05,5190.43302,7.45556,3.23044e-06,5453.95782,133.507,130.01779
7.46667,2.23851e-05,5198.18795,7.46667,3.45599e-06,5462.14691,133.706,130.25296
7.47778,2.27145e-05,5205.93942,7.47778,3.70776e-06,5470.2954,133.905,130.45098
7.48889,2.3075e-05,5213.68722,7.48889,3.9722e-06,5478.40924,134.104,130.61801
7.5,2.34597e-05,5221.43125,7.5,4.24843e-06,5486.49482,134.303,130.76057
7.51111,2.3862e-05,5229.17147,7.51111,4.54435e-06,5494.55858,134.502,130.88511
7.52222,2.42754e-05,5236.90795,7.52222,4.87185e-06,5502.60703,134.701,130.99807
7.53333,2.46941e-05,5244.64083,7.53333,5.24194e-06,5510.64662,134.9,131.10579
7.54444,2.51127e-05,5252.3703,7.54444,5.6606e-06,5518.68334,135.099,131.21404
7.55556,2.55264e-05,5260.0966,7.55556,6.12637e-06,5526.72207,135.298,131.32747
7.56667,2.59312e-05,5267.81999,7.56667,6.62996e-06,5534.76626,135.497,131.44927
7.57778,2.63234e-05,5275.54079,7.57778,7.15555e-06,5542.81791,135.696,131.58112
7.58889,2.66999e-05,5283.2593,7.58889,7.68296e-06,5550.87779,135.895,131.7235
7.6,2.70579e-05,5290.97585,7.6,8.18994e-06,5558.94589,136.094,131.87604
7.61111,2.73948e-05,5298.69077,7.61111,8.65422e-06,5567.02168,136.293,132.03791
7.62222,2.77082e-05,5306.40438,7.62222,9.0552e-06,5575.10444,136.492,132.20806
7.63333,2.79958e-05,5314.11702,7.63333,9.37507e-06,5583.1934,136.691,132.38538
7.64444,2.82555e-05,5321.82897,7.64444,9.59981e-06,5591.2878,136.89,132.56883
7.65556,2.84852e-05,5329.54054,7.65556,9.71963e-06,5599.387,137.089,132.75746
7.66667,2.86829e-05,5337.25199,7.66667,9.72939e-06,5607.49046,137.288,132.95047
7.67778,2.88471e-05,5344.96359,7.67778,9.6286e-06,5615.59776,137.487,133.14717
7.68889,2.89765e-05,5352.67555,7.68889,9.42129e-06,5623.70857,137.686,133.34702
7.7,2.90704e-05,5360.38809,7.7,9.11575e-06,5631.82269,137.885,133.5496
7.71111,2.91287e-05,5368.10141,7.71111,8.72396e-06,5639.94003,138.083,133.75561
7.72222,2.91521e-05,5375.81569,7.72222,8.26102e-06,5648.06059,138.282,133.9629
7.73333,2.91418e-05,5383.53108,7.73333,7.74444e-06,5656.18448,138.481,134.17241
7.74444,2.91002e-05,5391.24773,7.74444,7.19329e-06,5664.31191,138.68,134.38418
7.75556,2.90303e-05,5398.96581,7.75556,6.62744e-06,5672.44314,138.879,134.59834
7.76667,2.8936e-05,5406.68543,7.76667,6.06665e-06,5680.57847,139.078,134.81504
7.77778,2.88219e-05,5414.40675,7.77778,5.52976e-06,5688.71813,139.277,135.03438
7.78889,2.86932e-05,5422.1299,7.78889,5.0339e-06,5696.86214,139.476,135.25624
7.8,2.85556e-05,5429.85501,7.8,4.59369e-06,5705.01009,139.675,135.48008
7.81111,2.84149e-05,5437.58223,7.81111,4.22056e-06,5713.16098,139.874,135.70475
7.82222,2.82772e-05,5445.31168,7.82222,3.92214e-06,5721.31296,140.073,135.92828
7.83333,2.81483e-05,5453.04347,7.83333,3.702e-06,5729.46349,140.272,136.14801
7.84444,2.80338e-05,5460.77773,7.84444,3.5597e-06,5737.60971,140.471,136.36098
7.85556,2.79388e-05,5468.51452,7.85556,3.49134e-06,5745.7491,140.67,136.56458
7.86667,2.78677e-05,5476.25392,7.86667,3.4903e-06,5753.88017,140.869,136.75725
7.87778,2.78242e-05,5483.99594,7.87778,3.54806e-06,5762.00274,141.068,136.9388
7.88889,2.7811e-05,5491.74058,7.88889,3.65475e-06,5770.11782,141.267,137.11023
7.9,2.78298e-05,5499.48779,7.9,3.79941e-06,5778.22713,141.466,137.27334
7.91111,2.78812e-05,5507.23746,7.91111,3.97026e-06,5786.33263,141.665,137.43017
7.92222,2.79649e-05,5514.98947,7.92222,4.15487e-06,5794.43614,141.864,137.58267
7.93333,2.80791e-05,5522.74364,7.93333,4.34061e-06,5802.53912,142.063,137.73248
7.94444,2.82211e-05,5530.49977,7.94444,4.51506e-06,5810.6427,142.262,137.88093
7.95556,2.83871e-05,5538.25763,7.95556,4.66656e-06,5818.74769,142.461,138.02906
7.96667,2.85724e-05,5546.01697,7.96667,4.78463e-06,5826.85471,142.66,138.17774
7.97778,2.87714e-05,5553.77752,7.97778,4.86047e-06,5834.96424,142.859,138.32772
7.98889,2.89779e-05,5561.53904,7.98889,4.88719e-06,5843.07677,143.058,138.47973
8.0,2.91853e-05,5569.30125,8.0,4.86014e-06,5851.19282,143.257,138.63457
8.01111,2.93866e-05,5577.06391,8.01111,4.777e-06,5859.31306,143.456,138.79315
8.02222,2.9575e-05,5584.82678,8.02222,4.63788e-06,5867.43837,143.655,138.95658
8.03333,2.9744e-05,5592.58963,8.03333,4.44538e-06,5875.56994,143.854,139.1263
8.04444,2.98874e-05,5600.35225,8.04444,4.20456e-06,5883.70942,144.052,139.30517
8.05556,3e-05,5608.11444,8.05556,3.92305e-06,5891.85909,144.251,139.49365
8.06667,3.00771e-05,5615.87602,8.06667,3.6112e-06,5900.0221,144.45,139.69608
8.07778,3.01154e-05,5623.63681,8.07778,3.2824e-06,5908.2027,144.649,139.91689
8.08889,3.01124e-05,5631.39667,8.08889,2.95374e-06,5916.40644,144.848,140.16178
8.1,3.00669e-05,5639.15543,8.1,2.64667e-06,5924.63975,145.047,140.43732
8.11111,2.99789e-05,5646.91299,8.11111,2.38723e-06,5932.90808,145.246,140.74909
8.12222,2.98494e-05,5654.66921,8.12222,2.20373e-06,5941.2113,145.445,141.0971
8.13333,2.96805e-05,5662.424,8.13333,2.11929e-06,5949.53789,145.644,141.46989
8.14444,2.94753e-05,5670.17729,8.14444,2.14077e-06,5957.86507,145.843,141.84479
8.15556,2.92373e-05,5677.92901,8.15556,2.25376e-06,5966.16997,146.042,142.19896
8.16667,2.8971e-05,5685.67913,8.16667,2.42997e-06,5974.4408,146.241,142.52067
8.17778,2.86806e-05,5693.42767,8.17778,2.63923e-06,5982.67733,146.44,142.80967
8.18889,2.8371e-05,5701.17464,8.18889,2.85656e-06,5990.88501,146.639,143.07137
8.2,2.80464e-05,5708.92011,8.2,3.06362e-06,5999.07034,146.838,143.31223
8.21111,2.77107e-05,5716.66418,8.21111,3.24787e-06,6007.23897,147.037,143.53779
8.22222,2.73673e-05,5724.407,8.22222,3.40127e-06,6015.3953,147.236,143.7523
8.23333,2.70186e-05,5732.14872,8.23333,3.51922e-06,6023.54257,147.435,143.95885
8.24444,2.66658e-05,5739.88954,8.24444,3.59985e-06,6031.68316,147.634,144.15963
8.25556,2.63095e-05,5747.62968,8.25556,3.64351e-06,6039.81883,147.833,144.35616
8.26667,2.59488e-05,5755.36935,8.26667,3.6524e-06,6047.95081,148.032,144.54946
8.27778,2.55818e-05,5763.1088,8.27778,3.63025e-06,6056.07999,148.231,144.74019
8.28889,2.52058e-05,5770.84824,8.28889,3.58206e-06,6064.20692,148.43,144.92868
8.3,2.48172e-05,5778.58788,8.3,3.51379e-06,6072.3319,148.629,145.11502
8.31111,2.44121e-05,5786.32791,8.31111,3.43214e-06,6080.45499,148.828,145.29908
8.32222,2.39859e-05,5794.06849,8.32222,3.3442e-06,6088.576,149.027,145.48051
8.33333,2.35346e-05,5801.80976,8.33333,3.25723e-06,6096.69456,149.226,145.6588
8.34444,2.30539e-05,5809.5518,8.34444,3.17838e-06,6104.81011,149.425,145.83331
8.35556,2.25402e-05,5817.29468,8.35556,3.11445e-06,6112.92201,149.624,146.00333
8.36667,2.19909e-05,5825.03844,8.36667,3.07165e-06,6121.02967,149.823,146.16823
8.37778,2.14038e-05,5832.78308,8.37778,3.05547e-06,6129.13265,150.022,146.32757
8.38889,2.07779e-05,5840.52856,8.38889,3.07046e-06,6137.23084,150.22,146.48228
8.4,2.01133e-05,5848.27485,8.4,3.12008e-06,6145.32457,150.419,146.63071
8.41111,1.94111e-05,5856.02188,8.41111,3.2065e-06,6153.41453,150.618,146.77464
8.42222,1.86733e-05,5863.76956,8.42222,3.33037e-06,6161.50173,150.817,146.91517
8.43333,1.79028e-05,5871.51781,8.43333,3.49075e-06,6169.58731,151.016,147.05351
8.44444,1.71035e-05,5879.2665,8.44444,3.685e-06,6177.67233,151.215,147.19082
8.45556,1.62798e-05,5887.01555,8.45556,3.9088e-06,6185.75763,151.414,147.32807
8.46667,1.54365e-05,5894.76485,8.46667,4.15636e-06,6193.84379,151.613,147.46594
8.47778,1.45788e-05,5902.51429,8.47778,4.42056e-06,6201.93111,151.812,147.60481
8.48889,1.37121e-05,5910.2638,8.48889,4.6933e-06,6210.01965,152.011,147.74485
8.5,1.28417e-05,5918.01332,8.5,4.9658e-06,6218.1093,152.21,147.88598
8.51111,1.19726e-05,5925.76281,8.51111,5.22891e-06,6226.19982,152.409,148.02801
8.52222,1.11097e-05,5933.5123,8.52222,5.4735e-06,6234.29087,152.608,148.17057
8.53333,1.02574e-05,5941.26187,8.53333,5.69076e-06,6242.38207,152.807,148.3132
8.54444,9.41952e-06,5949.01169,8.54444,5.87259e-06,6250.47299,153.006,148.4553
8.55556,8.59943e-06,5956.76206,8.55556,6.01187e-06,6258.56315,153.205,148.59609
8.56667,7.79992e-06,5964.51345,8.56667,6.10281e-06,6266.65202,153.404,148.73457
8.57778,7.02328e-06,5972.26655,8.57778,6.14118e-06,6274.73901,153.603,148.86946
8.58889,6.27137e-06,5980.02242,8.58889,6.12458e-06,6282.82345,153.802,148.99903
8.6,5.54582e-06,5987.78261,8.6,6.05265e-06,6290.90454,154.001,149.12093
8.61111,4.84838e-06,5995.54947,8.61111,5.92724e-06,6298.98137,154.2,149.2319
8.62222,4.18137e-06,6003.32662,8.62222,5.75255e-06,6307.05286,154.399,149.32724
8.63333,3.54871e-06,6011.11981,8.63333,5.53525e-06,6315.11775,154.598,149.39993
8.64444,2.95765e-06,6018.93844,8.64444,5.28453e-06,6323.17457,154.797,149.43913
8.65556,2.4223e-06,6026.79802,8.65556,5.01209e-06,6331.22177,154.996,149.42775
8.66667,1.97033e-06,6034.72253,8.66667,4.73196e-06,6339.2578,155.195,149.34027
8.67778,1.65194e-06,6042.73756,8.67778,4.46005e-06,6347.28143,155.394,149.14987
8.68889,1.53338e-06,6050.83133,8.68889,4.21315e-06,6355.29234,155.593,148.868
8.7,1.64222e-06,6058.91773,8.7,4.00728e-06,6363.29171,155.792,148.58199
8.71111,1.92737e-06,6066.91833,8.71111,3.85511e-06,6371.28292,155.991,148.37358
8.72222,2.31342e-06,6074.8295,8.72222,3.76324e-06,6379.27144,156.19,148.25194
8.73333,2.74782e-06,6082.67782,8.73333,3.73029e-06,6387.26406,156.388,148.19823
8.74444,3.20086e-06,6090.4861,8.74444,3.74698e-06,6395.26724,156.587,148.19414
8.75556,3.65543e-06,6098.26876,8.75556,3.79841e-06,6403.28586,156.786,148.2311
8.76667,4.10069e-06,6106.03449,8.76667,3.86732e-06,6411.32268,156.985,148.30319
8.77778,4.52886e-06,6113.78857,8.77778,3.93718e-06,6419.3787,157.184,148.40613
8.78889,4.93381e-06,6121.53431,8.78889,3.99422e-06,6427.45388,157.383,148.53657
8.8,5.3104e-06,6129.2738,8.8,4.02857e-06,6435.54775,157.582,148.69195
8.81111,5.65421e-06,6137.00842,8.81111,4.03471e-06,6443.6599,157.781,148.87048
8.82222,5.96143e-06,6144.73908,8.82222,4.01162e-06,6451.79022,157.98,149.07114
8.83333,6.22895e-06,6152.46634,8.83333,3.96282e-06,6459.93887,158.179,149.29353
8.84444,6.45435e-06,6160.19054,8.84444,3.89619e-06,6468.10624,158.378,149.5377
8.85556,6.63607e-06,6167.91186,8.85556,3.82375e-06,6476.29258,158.577,149.80371
8.86667,6.77349e-06,6175.63034,8.86667,3.76088e-06,6484.49742,158.776,150.09108
8.87778,6.86702e-06,6183.34591,8.87778,3.72479e-06,6492.71892,158.975,150.39801
8.88889,6.91823e-06,6191.05842,8.88889,3.73208e-06,6500.95327,159.174,150.72085
8.9,6.92993e-06,6198.76764,8.9,3.79549e-06,6509.19469,159.373,151.05405
8.91111,6.90621e-06,6206.47332,8.91111,3.92112e-06,6517.43639,159.572,151.39107
8.92222,6.85248e-06,6214.17515,8.92222,4.10716e-06,6525.67208,159.771,151.72593
8.93333,6.77545e-06,6221.87287,8.93333,4.34481e-06,6533.89726,159.97,152.05438
8.94444,6.683e-06,6229.56629,8.94444,4.62071e-06,6542.10967,160.169,152.37439
8.95556,6.58405e-06,6237.25533,8.95556,4.91949e-06,6550.30898,160.368,152.68565
8.96667,6.48815e-06,6244.94018,8.96667,5.22584e-06,6558.49605,160.567,152.98887
8.97778,6.40511e-06,6252.62133,8.97778,5.52566e-06,6566.67239,160.766,153.28507
8.98889,6.34436e-06,6260.29965,8.98889,5.80666e-06,6574.83971,160.965,153.57506
9.0,6.31426e-06,6267.97645,9.0,6.0585e-06,6582.99969,161.164,153.85924
9.01111,6.32148e-06,6275.65338,9.01111,6.27281e-06,6591.15392,161.363,154.13753
9.02222,6.37042e-06,6283.33236,9.02222,6.44306e-06,6599.30386,161.562,154.4095
9.03333,6.46304e-06,6291.0153,9.03333,6.56439e-06,6607.45087,161.761,154.67457
9.04444,6.5989e-06,6298.70396,9.04444,6.63352e-06,6615.59626,161.96,154.9323
9.05556,6.77566e-06,6306.39973,9.05556,6.64861e-06,6623.74131,162.159,155.18258
9.06667,6.98968e-06,6314.10353,9.06667,6.60922e-06,6631.88735,162.358,155.42582
9.07778,7.23669e-06,6321.81581,9.07778,6.51628e-06,6640.03578,162.556,155.66397
9.08889,7.51238e-06,6329.53659,9.08889,6.37222e-06,6648.18817,162.755,155.89658
9.1,7.81285e-06,6337.26555,9.1,6.18113e-06,6656.34631,162.954,156.12676
9.11111,8.1348e-06,6345.00209,9.11111,5.94911e-06,6664.51224,163.153,156.35715
9.12222,8.47559e-06,6352.74544,9.12222,5.68472e-06,6672.68838,163.352,156.59094
9.13333,8.83321e-06,6360.49474,9.13333,5.39963e-06,6680.87749,163.551,156.83175
9.14444,9.20613e-06,6368.24906,9.14444,5.10932e-06,6689.08257,163.75,157.08351
9.15556,9.59309e-06,6376.00746,9.15556,4.83371e-06,6697.30649,163.949,157.35003
9.16667,9.99298e-06,6383.76903,9.16667,4.59708e-06,6705.55116,164.148,157.63412
9.17778,1.04046e-05,6391.53292,9.17778,4.42649e-06,6713.81616,164.347,157.93624
9.18889,1.08269e-05,6399.29834,9.18889,4.34766e-06,6722.09732,164.546,158.25298
9.2,1.12583e-05,6407.06458,9.2,4.37857e-06,6730.3864,164.745,158.57682
9.21111,1.16975e-05,6414.83101,9.21111,4.52353e-06,6738.67305,164.944,158.89804
9.22222,1.21432e-05,6422.59712,9.22222,4.77159e-06,6746.94826,165.143,159.20815
9.23333,1.25939e-05,6430.36245,9.23333,5.10025e-06,6755.20682,165.342,159.50237
9.24444,1.30488e-05,6438.12666,9.24444,5.48146e-06,6763.44747,165.541,159.77981
9.25556,1.35072e-05,6445.88947,9.25556,5.88657e-06,6771.67163,165.74,160.04216
9.26667,1.3969e-05,6453.65068,9.26667,6.28917e-06,6779.88193,165.939,160.29225
9.27778,1.44347e-05,6461.41014,9.27778,6.66609e-06,6788.08128,166.138,160.53314
9.28889,1.49054e-05,6469.16778,9.28889,6.99771e-06,6796.2724,166.337,160.76762
9.3,1.53828e-05,6476.92357,9.3,7.26791e-06,6804.45768,166.536,160.99812
9.31111,1.58692e-05,6484.67752,9.31111,7.46396e-06,6812.6392,166.735,161.22668
9.32222,1.63672e-05,6492.4297,9.32222,7.57655e-06,6820.81876,166.934,161.45506
9.33333,1.68798e-05,6500.18019,9.33333,7.5998e-06,6828.99803,167.133,161.68484
9.34444,1.741e-05,6507.92914,9.34444,7.53136e-06,6837.17859,167.332,161.91746
9.35556,1.79608e-05,6515.67668,9.35556,7.37248e-06,6845.36207,167.531,162.15439
9.36667,1.85348e-05,6523.42298,9.36667,7.1281e-06,6853.55022,167.73,162.39724
9.37778,1.91339e-05,6531.16823,9.37778,6.80699e-06,6861.74503,167.929,162.6478
9.38889,1.97593e-05,6538.9126,9.38889,6.42186e-06,6869.94886,168.128,162.90826
9.4,2.04114e-05,6546.65626,9.4,5.98948e-06,6878.16453,168.327,163.18127
9.41111,2.10894e-05,6554.39938,9.41111,5.53086e-06,6886.39538,168.526,163.47
9.42222,2.17912e-05,6562.1421,9.42222,5.07133e-06,6894.64513,168.724,163.77903
9.43333,2.25137e-05,6569.88455,9.43333,4.64013e-06,6902.91732,168.923,164.10976
9.44444,2.32523e-05,6577.62683,9.44444,4.26881e-06,6911.21394,169.122,164.46511
9.45556,2.40014e-05,6585.36902,9.45556,3.98714e-06,6919.53335,169.321,164.84333
9.46667,2.47545e-05,6593.11117,9.46667,3.816e-06,6927.86831,169.52,165.23714
9.47778,2.55038e-05,6600.85332,9.47778,3.7596e-06,6936.20664,169.719,165.63432
9.48889,2.62412e-05,6608.59548,9.48889,3.80261e-06,6944.53549,169.918,166.02201
9.5,2.69577e-05,6616.33766,9.5,3.91549e-06,6952.84615,170.117,166.3915
9.51111,2.76444e-05,6624.07985,9.51111,4.06415e-06,6961.13575,170.316,166.7399
9.52222,2.82921e-05,6631.82204,9.52222,4.2179e-06,6969.40575,170.515,167.06871
9.53333,2.88921e-05,6639.56421,9.53333,4.35328e-06,6977.65972,170.714,167.38151
9.54444,2.9436e-05,6647.30635,9.54444,4.45483e-06,6985.90177,170.913,167.68241
9.55556,2.99162e-05,6655.04844,9.55556,4.51438e-06,6994.13571,171.112,167.97526
9.56667,3.03261e-05,6662.79048,9.56667,4.53005e-06,7002.36485,171.311,168.26337
9.57778,3.06602e-05,6670.53246,9.57778,4.50509e-06,7010.59193,171.51,168.54947
9.58889,3.09143e-05,6678.27439,9.58889,4.44687e-06,7018.81903,171.709,168.83564
9.6,3.10858e-05,6686.01628,9.6,4.36564e-06,7027.04759,171.908,169.12331
9.61111,3.11732e-05,6693.75817,9.61111,4.27335e-06,7035.2782,172.107,169.41303
9.62222,3.1177e-05,6701.50009,9.62222,4.18217e-06,7043.51051,172.306,169.70442
9.63333,3.10989e-05,6709.24208,9.63333,4.10294e-06,7051.74307,172.505,169.99599
9.64444,3.09422e-05,6716.98422,9.64444,4.04374e-06,7059.97345,172.704,170.28523
9.65556,3.07114e-05,6724.72656,9.65556,4.00889e-06,7068.19845,172.903,170.56889
9.66667,3.04126e-05,6732.4692,9.66667,3.99867e-06,7076.41469,173.102,170.84349
9.67778,3.00528e-05,6740.21221,9.67778,4.01003e-06,7084.61906,173.301,171.10585
9.68889,2.96398e-05,6747.95569,9.68889,4.03787e-06,7092.80917,173.5,171.35348
9.7,2.91824e-05,6755.69973,9.7,4.07667e-06,7100.98351,173.699,171.58477
9.71111,2.86898e-05,6763.44444,9.71111,4.12187e-06,7109.14143,173.898,171.79899
9.72222,2.81715e-05,6771.18989,9.72222,4.17081e-06,7117.28304,174.097,171.99615
9.73333,2.76372e-05,6778.93616,9.73333,4.22313e-06,7125.40907,174.296,172.17691
9.74444,2.70964e-05,6786.68332,9.74444,4.28058e-06,7133.52082,174.495,172.34249
9.75556,2.65582e-05,6794.43141,9.75556,4.34646e-06,7141.62007,174.693,172.49566
9.76667,2.60315e-05,6802.18042,9.76667,4.42465e-06,7149.70909,174.892,172.63667
9.77778,2.5524e-05,6809.93035,9.77778,4.51859e-06,7157.79048,175.091,172.76913
9.78889,2.50429e-05,6817.68113,9.78889,4.63034e-06,7165.867,175.29,172.89587
9.8,2.4594e-05,6825.43266,9.8,4.75993e-06,7173.94138,175.489,173.01972
9.81111,2.41823e-05,6833.18479,9.81111,4.9052e-06,7182.01602,175.688,173.14323
9.82222,2.3811e-05,6840.93737,9.82222,5.06202e-06,7190.0929,175.887,173.26853
9.83333,2.34825e-05,6848.6902,9.83333,5.22489e-06,7198.17344,176.086,173.39724
9.84444,2.31975e-05,6856.44305,9.84444,5.38767e-06,7206.25857,176.285,173.53052
9.85556,2.29556e-05,6864.1957,9.85556,5.54429e-06,7214.34878,176.484,173.66908
9.86667,2.27551e-05,6871.94795,9.86667,5.68938e-06,7222.44427,176.683,173.81331
9.87778,2.25934e-05,6879.6996,9.87778,5.81868e-06,7230.54497,176.882,173.96337
9.88889,2.24671e-05,6887.45049,9.88889,5.92931e-06,7238.65073,177.081,174.11924
9.9,2.23719e-05,6895.20048,9.9,6.01988e-06,7246.76127,177.28,174.2808
9.91111,2.23034e-05,6902.94949,9.91111,6.0904e-06,7254.87631,177.479,174.44782
9.92222,2.22569e-05,6910.69749,9.92222,6.14214e-06,7262.99552,177.678,174.62003
9.93333,2.22277e-05,6918.44449,9.93333,6.17738e-06,7271.11852,177.877,174.79703
9.94444,2.22114e-05,6926.19054,9.94444,6.1991e-06,7279.24494,178.076,174.9784
9.95556,2.22041e-05,6933.93573,9.95556,6.21066e-06,7287.37432,178.275,175.16359
9.96667,2.22022e-05,6941.6802,9.96667,6.21539e-06,7295.50619,178.474,175.35199
9.97778,2.22029e-05,6949.4241,9.97778,6.21633e-06,7303.63998,178.673,175.54288
9.98889,2.22042e-05,6957.1676,9.98889,6.21586e-06,7311.7751,178.872,175.73549
10.0,2.22048e-05,6964.91091,10.0,6.21553e-06,7319.91088,179.071,175.92897
