frequency_thz,n,k,eps1,eps2,sigma_re,sigma_im
,3.61859,0.03413,13.09302,0.24699,,
,3.61751,0.03534,13.08516,0.25566,,
,3.61646,0.0366,13.07743,0.26473,,
,3.61543,0.03795,13.06989,0.27439,,
,3.61443,0.03941,13.06255,0.2849,,
,3.61345,0.04104,13.05536,0.29657,,
,3.61248,0.04288,13.04816,0.30983,,
,3.61146,0.04502,13.04064,0.32517,,
,3.61034,0.04754,13.03229,0.34325,,
,3.60899,0.05055,13.02223,0.36488,,
,3.6072,0.05421,13.00894,0.39109,,
,3.60459,0.05868,12.98964,0.42301,,
,3.60043,0.06403,12.95896,0.46109,,
,3.59334,0.06977,12.90721,0.50138,,
,3.58205,0.07328,12.82573,0.52501,,
,3.56937,0.07069,12.73538,0.5046,,
,3.5604,0.06363,12.67237,0.45309,,
,3.55535,0.05604,12.63734,0.39846,,
,3.55261,0.04928,12.6186,0.35011,,
,3.55114,0.04347,12.6087,0.30874,,
,3.5504,0.03849,12.60385,0.27328,,
,3.5501,0.03417,12.60205,0.24265,,
,3.55008,0.03042,12.60216,0.21598,,
,3.55024,0.02713,12.6035,0.19263,,
,3.55052,0.02424,12.60561,0.17212,,
,3.55086,0.02169,12.60816,0.15407,,
,3.55124,0.01946,12.61093,0.1382,,
,3.55162,0.01749,12.61371,0.12427,,
,3.55199,0.01578,12.61637,0.1121,,
,3.55232,0.01429,12.61875,0.10153,,
,3.5526,0.01301,12.62077,0.09243,,
,3.55281,0.01192,12.62231,0.08469,,
,3.55295,0.01101,12.62332,0.07822,,
,3.553,0.01027,12.62371,0.07295,,
,3.55296,0.00968,12.62345,0.06881,,
,3.55283,0.00925,12.6225,0.06575,,
,3.5526,0.00897,12.62085,0.06376,,
,3.55226,0.00884,12.61851,0.06281,,
,3.55184,0.00885,12.61549,0.0629,,
,3.55133,0.00902,12.61184,0.06404,,
,3.55074,0.00933,12.60764,0.06625,,
,3.55008,0.0098,12.60298,0.06955,,
,3.54938,0.01042,12.59796,0.07396,,
,3.54864,0.0112,12.59273,0.0795,,
,3.5479,0.01214,12.58741,0.08617,,
,3.54716,0.01325,12.58218,0.09399,,
,3.54646,0.01451,12.57717,0.10292,,
,3.54581,0.01593,12.57254,0.11296,,
,3.54524,0.0175,12.56843,0.12405,,
,3.54476,0.01921,12.56497,0.13617,,
,3.54439,0.02105,12.56226,0.14924,,
,3.54414,0.02303,12.56042,0.16323,,
,3.54403,0.02512,12.55954,0.17807,,
,3.54407,0.02733,12.55972,0.1937,,
,3.54428,0.02963,12.56105,0.21004,,
,3.54467,0.03202,12.56364,0.22699,,
,3.54525,0.03447,12.56763,0.2444,,
,3.54606,0.03695,12.57314,0.26207,,
,3.5471,0.03943,12.58036,0.27972,,
,3.5484,0.04184,12.58943,0.29692,,
,3.54999,0.04409,12.60045,0.31307,,
,3.55184,0.04609,12.61342,0.32743,,
,3.55392,0.04771,12.62808,0.33912,,
,3.55616,0.04883,12.64388,0.34726,,
,3.55843,0.04935,12.65997,0.35121,,
,3.56059,0.04925,12.67534,0.35071,,
,3.5625,0.04856,12.68907,0.34602,,
,3.5641,0.04738,12.70054,0.33774,,
,3.56533,0.04581,12.70949,0.32668,,
,3.56622,0.04398,12.71597,0.31367,,
,3.56679,0.04198,12.72023,0.29944,,
,3.56709,0.03989,12.72256,0.28462,,
,3.56717,0.03781,12.72331,0.26972,,
,3.56707,0.03577,12.72274,0.25516,,
,3.56683,0.03383,12.72113,0.24131,,
,3.56647,0.03202,12.71868,0.22842,,
,3.56603,0.03039,12.71561,0.21673,,
,3.56552,0.02894,12.71212,0.20637,,
,3.56499,0.02769,12.7084,0.19743,,
,3.56446,0.02664,12.70467,0.18991,,
,3.56395,0.02578,12.7011,0.18373,,
,3.56349,0.02508,12.69786,0.17873,,
,3.5631,0.02452,12.69506,0.17471,,
,3.56277,0.02405,12.69276,0.17139,,
,3.56252,0.02365,12.69098,0.1685,,
,3.56233,0.02326,12.68967,0.16574,,
,3.5622,0.02286,12.68874,0.16285,,
,3.56211,0.0224,12.6881,0.15959,,
,3.56204,0.02186,12.68764,0.15575,,
,3.56198,0.02122,12.68729,0.15117,,
,3.56194,0.02046,12.68697,0.14573,,
,3.56189,0.01957,12.68668,0.13938,,
,3.56185,0.01854,12.68645,0.13209,,
,3.56183,0.01739,12.68632,0.1239,,
,3.56183,0.01613,12.68638,0.1149,,
,3.56187,0.01477,12.68673,0.10521,,
,3.56197,0.01334,12.68744,0.095,,
,3.56212,0.01186,12.68859,0.08447,,
,3.56234,0.01036,12.69019,0.07381,,
,3.56263,0.00888,12.69226,0.06324,,
,3.56298,0.00743,12.69474,0.05294,,
,3.56337,0.00605,12.69758,0.0431,,
,3.5638,0.00475,12.70068,0.03383,,
,3.56426,0.00354,12.70394,0.02526,,
,3.56472,0.00245,12.70726,0.01745,,
,3.56518,0.00146,12.71052,0.01044,,
,3.56562,0.000595306,12.71363,0.00425,,
,3.56602,-0.000159058,12.71652,-0.00113,,
,3.56639,-0.000802056,12.71913,-0.00572,,
,3.56671,-0.00134,12.72141,-0.00954,,
,3.56698,-0.00177,12.72334,-0.01264,,
,3.5672,-0.00211,12.7249,-0.01503,,
,3.56737,-0.00235,12.7261,-0.01678,,
,3.56749,-0.00251,12.72695,-0.0179,,
,3.56756,-0.00258,12.72747,-0.01843,,
,3.56759,-0.00258,12.72769,-0.01839,,
,3.56758,-0.0025,12.72764,-0.01783,,
,3.56754,-0.00235,12.72734,-0.01675,,
,3.56747,-0.00212,12.72682,-0.01516,,
,3.56736,-0.00183,12.72608,-0.01308,,
,3.56723,-0.00147,12.72514,-0.0105,,
,3.56707,-0.00104,12.72401,-0.00741,,
,3.56689,-0.000530073,12.72268,-0.00378,,
,3.56667,5.92751e-05,12.72113,0.000422829,,
,3.56642,0.00073662,12.71937,0.00525,,
,3.56614,0.00151,12.71737,0.01078,,
,3.56583,0.00239,12.71512,0.01708,,
,3.56547,0.0034,12.7126,0.02425,,
,3.56508,0.00454,12.70979,0.0324,,
,3.56465,0.00584,12.70668,0.04167,,
,3.56417,0.00733,12.70327,0.05222,,
,3.56365,0.00901,12.69953,0.06423,,
,3.56309,0.01094,12.69549,0.07793,,
,3.56249,0.01314,12.69114,0.09361,,
,3.56185,0.01567,12.68652,0.11161,,
,3.56118,0.01859,12.68168,0.13243,,
,3.56051,0.02201,12.67672,0.15671,,
,3.55985,0.02605,12.67182,0.18544,,
,3.55926,0.03093,12.6674,0.22019,,
,3.55889,0.03705,12.66436,0.26372,,
,3.55912,0.04518,12.66528,0.32158,,
,3.56139,0.05716,12.68022,0.40715,,
,3.57572,0.07557,12.78006,0.54043,,
,3.60308,0.06617,12.9778,0.4768,,
,3.60785,0.0527,13.0138,0.38027,,
,3.60812,0.04472,13.01653,0.32272,,
,3.6072,0.03932,13.01037,0.28367,,
,3.60579,0.03532,13.00047,0.25473,,
,3.60412,0.03217,12.98865,0.23192,,
,3.60232,0.02958,12.97584,0.2131,,
,3.60047,0.02736,12.96263,0.19701,,
,3.59862,0.02542,12.94946,0.18293,,
,3.59684,0.02369,12.93666,0.17045,,
,3.59513,0.02217,12.92448,0.15939,,
,3.59354,0.02083,12.91308,0.1497,,
,3.59207,0.01968,12.90255,0.14141,,
,3.59072,0.01874,12.89292,0.1346,,
,3.5895,0.01802,12.8842,0.12939,,
,3.58841,0.01754,12.87638,0.12588,,
,3.58744,0.01731,12.86946,0.1242,,
,3.58661,0.01735,12.86345,0.12449,,
,3.58591,0.01769,12.85841,0.12687,,
,3.58536,0.01834,12.85447,0.13148,,
,3.585,0.01931,12.85184,0.13842,,
,3.58487,0.02061,12.85084,0.14777,,
,3.58503,0.02225,12.85195,0.15951,,
,3.58559,0.02418,12.85585,0.17339,,
,3.58665,0.02632,12.86335,0.18879,,
,3.58832,0.02849,12.87521,0.20443,,
,3.59062,0.03038,12.89163,0.21818,,
,3.59339,0.03165,12.91142,0.22748,,
,3.5962,0.03206,12.93165,0.23062,,
,3.59859,0.03167,12.94886,0.22793,,
,3.60024,0.03075,12.96076,0.22144,,
,3.60106,0.02962,12.96679,0.21332,,
,3.60115,0.02846,12.96746,0.20501,,
,3.60062,0.02737,12.96368,0.19706,,
,3.5996,0.02632,12.95641,0.18948,,
,3.59822,0.02529,12.94658,0.18197,,
,3.59663,0.02422,12.93514,0.17419,,
,3.59493,0.02307,12.92299,0.1659,,
,3.59325,0.02186,12.91095,0.15709,,
,3.59167,0.02059,12.89969,0.14793,,
,3.59027,0.01932,12.88965,0.13874,,
,3.58907,0.01809,12.88106,0.12986,,
,3.58807,0.01695,12.87398,0.12163,,
,3.58728,0.01593,12.86834,0.11432,,
,3.58668,0.01508,12.86403,0.10814,,
,3.58624,0.01439,12.86088,0.10322,,
,3.58594,0.01389,12.85874,0.09965,,
,3.58576,0.01359,12.85746,0.09748,,
,3.58568,0.01349,12.8569,0.09674,,
,3.58568,0.01358,12.85695,0.09742,,
,3.58576,0.01388,12.8575,0.09953,,
,3.5859,0.01437,12.85849,0.10303,,
,3.58609,0.01505,12.85984,0.10792,,
,3.58633,0.01591,12.86153,0.11413,,
,3.58661,0.01696,12.86352,0.12163,,
,3.58694,0.01817,12.86579,0.13035,,
,3.5873,0.01954,12.86837,0.14016,,
,3.58772,0.02104,12.87126,0.15094,,
,3.58817,0.02264,12.87448,0.16247,,
,3.58868,0.02431,12.87805,0.17445,,
,3.58924,0.02598,12.88195,0.18652,,
,3.58983,0.0276,12.88611,0.19817,,
,3.59043,0.02908,12.89037,0.20884,,
,3.59102,0.03035,12.89447,0.21794,,
,3.59152,0.03131,12.89806,0.22492,,
,3.5919,0.03194,12.90074,0.22942,,
,3.5921,0.03219,12.90215,0.23128,,
,3.59209,0.0321,12.90209,0.23065,,
,3.59187,0.03172,12.90054,0.22787,,
,3.59146,0.03111,12.89764,0.22344,,
,3.5909,0.03035,12.89362,0.21794,,
,3.59022,0.02951,12.88877,0.2119,,
,3.58945,0.02867,12.88335,0.20584,,
,3.58864,0.02789,12.87758,0.20017,,
,3.58781,0.02721,12.87163,0.19524,,
,3.58697,0.02666,12.86565,0.19129,,
,3.58615,0.02628,12.85976,0.18851,,
,3.58535,0.02608,12.85404,0.18705,,
,3.58459,0.02608,12.84861,0.18699,,
,3.58389,0.02628,12.84356,0.1884,,
,3.58326,0.0267,12.83901,0.19134,,
,3.58272,0.02733,12.83511,0.19584,,
,3.58229,0.02819,12.83204,0.20195,,
,3.58203,0.02927,12.83005,0.2097,,
,3.58195,0.03058,12.82945,0.21909,,
,3.58214,0.03212,12.83069,0.23011,,
,3.58266,0.03386,12.83433,0.24261,,
,3.58363,0.03575,12.84113,0.25625,,
,3.58516,0.03769,12.85195,0.27026,,
,3.58735,0.03948,12.86752,0.28323,,
,3.5902,0.0408,12.88787,0.29298,,
,3.5935,0.04135,12.9115,0.29718,,
,3.59682,0.04097,12.93545,0.29474,,
,3.59976,0.03982,12.95668,0.28668,,
,3.6021,0.03822,12.97364,0.27532,,
,3.60383,0.03647,12.98627,0.26287,,
,3.60506,0.03478,12.99528,0.25076,,
,3.60591,0.03325,13.00151,0.23978,,
,3.60648,0.03192,13.00571,0.23025,,
,3.60685,0.03081,13.00844,0.22229,,
,3.60708,0.02992,13.0101,0.21587,,
,3.60719,0.02923,13.011,0.21091,,
,3.60724,0.02873,13.01132,0.2073,,
,3.60722,0.0284,13.01122,0.20491,,
,3.60715,0.02822,13.01077,0.20357,,
,3.60705,0.02815,13.01002,0.20311,,
,3.60691,0.02818,13.009,0.20331,,
,3.60673,0.02827,13.00768,0.20395,,
,3.6065,0.02839,13.00602,0.20475,,
,3.60621,0.02848,13.00396,0.20541,,
,3.60586,0.02851,13.00142,0.20562,,
,3.60543,0.02844,12.99832,0.20505,,
,3.60491,0.02821,12.99458,0.20337,,
,3.60429,0.02778,12.99015,0.20028,,
,3.60357,0.02713,12.98502,0.19556,,
,3.60277,0.02624,12.97924,0.18907,,
,3.60188,0.02509,12.97291,0.18076,,
,3.60094,0.0237,12.96618,0.17072,,
,3.59996,0.0221,12.95919,0.15912,,
,3.59896,0.02031,12.9521,0.1462,,
,3.59797,0.01838,12.94502,0.13224,,
,3.59698,0.01634,12.93803,0.11753,,
,3.59602,0.01423,12.93118,0.10234,,
,3.59509,0.01209,12.9245,0.08689,,
,3.59417,0.00993,12.91796,0.07139,,
,3.59327,0.00779,12.91154,0.05597,,
,3.59239,0.00567,12.9052,0.04076,,
,3.5915,0.00359,12.89888,0.02581,,
,3.59061,0.00155,12.8925,0.01116,,
,3.5897,-0.000441043,12.88597,-0.00317,,
,3.58876,-0.0024,12.87916,-0.01721,,
,3.58775,-0.00432,12.87191,-0.03103,,
,3.58665,-0.00623,12.86402,-0.04472,,
,3.58542,-0.00815,12.85518,-0.05844,,
,3.58401,-0.0101,12.84501,-0.0724,,
,3.58233,-0.01212,12.83292,-0.08687,,
,3.58026,-0.01427,12.81806,-0.10219,,
,3.57762,-0.01659,12.79909,-0.1187,,
,3.57412,-0.01909,12.77394,-0.13643,,
,3.56931,-0.02161,12.73951,-0.15428,,
,3.56275,-0.02358,12.69263,-0.16801,,
,3.55464,-0.02383,12.63487,-0.16939,,
,3.54647,-0.02174,12.57699,-0.1542,,
,3.53966,-0.01829,12.52884,-0.12949,,
,3.53434,-0.01472,12.49137,-0.10405,,
,3.53019,-0.0116,12.46208,-0.08192,,
,3.5269,-0.00905,12.43895,-0.06385,,
,3.52432,-0.007,12.42082,-0.04937,,
,3.52235,-0.00534,12.40694,-0.03763,,
,3.52091,-0.00395,12.39678,-0.0278,,
,3.51994,-0.00273,12.38994,-0.01923,,
,3.51939,-0.00163,12.38608,-0.01144,,
,3.51923,-0.000586878,12.38499,-0.00413,,
,3.51945,0.000404496,12.38653,0.00285,,
,3.52004,0.00135,12.39065,0.0095,,
,3.52099,0.00223,12.39734,0.01571,,
,3.5223,0.00301,12.40661,0.02119,,
,3.52398,0.00362,12.41839,0.02554,,
,3.52597,0.00401,12.43246,0.02825,,
,3.52823,0.00409,12.44839,0.02884,,
,3.53066,0.00382,12.46552,0.02698,,
,3.53314,0.00321,12.48308,0.02267,,
,3.53558,0.00229,12.50034,0.01621,,
,3.53791,0.00116,12.51682,0.00818,,
,3.54009,-0.000107149,12.53227,-0.000758637,,
,3.54213,-0.0014,12.54665,-0.00995,,
,3.54402,-0.00266,12.56006,-0.01882,,
,3.54579,-0.0038,12.57261,-0.02693,,
,3.54745,-0.00478,12.5844,-0.0339,,
,3.54902,-0.00556,12.59549,-0.03945,,
,3.55048,-0.00611,12.60587,-0.0434,,
,3.55183,-0.00642,12.61548,-0.04563,,
,3.55307,-0.00649,12.62427,-0.0461,,
,3.55418,-0.00631,12.63218,-0.04487,,
,3.55517,-0.00591,12.63921,-0.04202,,
,3.55604,-0.0053,12.6454,-0.03766,,
,3.55681,-0.00449,12.65086,-0.03192,,
,3.5575,-0.0035,12.65578,-0.02493,,
,3.55815,-0.00236,12.66041,-0.01679,,
,3.5588,-0.00107,12.66505,-0.00763,,
,3.5595,0.000341552,12.67007,0.00243,,
,3.56032,0.00185,12.67589,0.0132,,
,3.56132,0.00342,12.68297,0.02439,,
,3.56255,0.00499,12.69174,0.03556,,
,3.56407,0.00646,12.70252,0.04606,,
,3.56587,0.00772,12.71537,0.05505,,
,3.56791,0.00864,12.72989,0.06166,,
,3.57005,0.00914,12.74521,0.06529,,
,3.57215,0.00922,12.76021,0.06587,,
,3.57407,0.00895,12.7739,0.06394,,
,3.57572,0.00844,12.78573,0.06038,,
,3.5771,0.00784,12.79561,0.05608,,
,3.57824,0.00723,12.80373,0.05177,,
,3.57917,0.0067,12.81042,0.04796,,
,3.57995,0.00628,12.81603,0.04498,,
,3.58063,0.00601,12.82089,0.04303,,
,3.58124,0.0059,12.82528,0.04224,,
,3.58183,0.00596,12.82943,0.0427,,
,3.5824,0.00621,12.83356,0.04448,,
,3.583,0.00664,12.83783,0.0476,,
,3.58364,0.00727,12.84242,0.05211,,
,3.58435,0.0081,12.84748,0.05804,,
,3.58515,0.00912,12.8532,0.06541,,
,3.58607,0.01035,12.85979,0.07422,,
,3.58715,0.01177,12.86748,0.08443,,
,3.58842,0.01337,12.87657,0.09597,,
,3.58994,0.01513,12.88742,0.10865,,
,3.59176,0.017,12.90044,0.12213,,
,3.59393,0.0189,12.91601,0.13582,,
,3.59649,0.02069,12.93433,0.14885,,
,3.59941,0.02224,12.95523,0.16009,,
,3.60256,0.02338,12.97788,0.16847,,
,3.60576,0.02405,13.0009,0.17344,,
,3.6088,0.02428,13.02283,0.17527,,
,3.61155,0.02421,13.04268,0.17489,,
,3.61396,0.02399,13.06012,0.17338,,
,3.61606,0.02374,13.0753,0.17166,,
,3.6179,0.02354,13.08865,0.17032,,
,3.61955,0.02344,13.10063,0.16967,,
,3.62108,0.02345,13.11166,0.16984,,
,3.62253,0.02358,13.12213,0.17083,,
,3.62394,0.0238,13.13235,0.17254,,
,3.62535,0.0241,13.14256,0.17477,,
,3.62678,0.02445,13.15291,0.17732,,
,3.62824,0.02479,13.16348,0.17988,,
,3.62972,0.02509,13.17421,0.18216,,
,3.6312,0.02532,13.18495,0.18386,,
,3.63264,0.02543,13.19541,0.18476,,
,3.63399,0.02542,13.20523,0.18473,,
,3.6352,0.02527,13.21402,0.18375,,
,3.63621,0.02501,13.22143,0.18192,,
,3.637,0.02466,13.22718,0.17941,,
,3.63754,0.02425,13.23109,0.17641,,
,3.63781,0.02379,13.23309,0.17309,,
,3.63782,0.0233,13.23319,0.16954,,
,3.63758,0.02279,13.23145,0.16581,,
,3.6371,0.02226,13.22803,0.16191,,
,3.63643,0.02169,13.22313,0.15778,,
,3.63558,0.02109,13.217,0.15337,,
,3.63461,0.02045,13.20995,0.14866,,
,3.63355,0.01977,13.20227,0.14366,,
,3.63245,0.01905,13.1943,0.13842,,
,3.63134,0.01832,13.18631,0.13306,,
,3.63027,0.01759,13.17854,0.12771,,
,3.62925,0.01688,13.17116,0.12254,,
,3.6283,0.01622,13.1643,0.11767,,
,3.62743,0.01561,13.15803,0.11323,,
,3.62665,0.01507,13.1524,0.1093,,
,3.62597,0.01461,13.14741,0.10592,,
,3.62537,0.01422,13.14308,0.10313,,
,3.62485,0.01392,13.13937,0.10089,,
,3.62442,0.01368,13.13626,0.09916,,
,3.62407,0.01351,13.13372,0.0979,,
,3.6238,0.01339,13.13171,0.09702,,
,3.62358,0.01331,13.13018,0.09645,,
,3.62343,0.01326,13.12907,0.0961,,
,3.62332,0.01323,13.1283,0.0959,,
,3.62326,0.01322,13.12781,0.09578,,
,3.62321,0.01321,13.1275,0.09569,,
,3.62318,0.01319,13.12729,0.09559,,
