frequency_thz,n,k,eps1,eps2,sigma_re,sigma_im
0.0,,,,,,
0.022296544035679156,,,,,,
0.04459308807135831,3.365673928769693,7.217465468311622,-40.76404679147069,-48.58327071698394,-120.52659728593999,103.60929542989884
0.06688963210703748,3.982308159756796,5.187464081954338,-11.051005322300801,-41.31616108402411,-153.7472539894595,44.84465467031357
0.08918617614271662,4.151048685343342,4.1845337879333755,-0.27911783426535275,-34.74040695835127,-172.3697469201106,6.346535250368366
0.11148272017839578,4.163058282279634,3.6003750262617324,4.368353931927885,-29.97714214478332,-185.9201164180068,-20.89074242422618
0.13377926421407496,4.108299285162786,3.216226646002951,6.534009178009671,-26.426443261390858,-196.678150996858,-41.186726566445216
0.1560758082497541,4.024174594700593,2.9363976699954635,7.571549892278896,-23.633153807067522,-205.20402379514354,-57.060030644868846
0.17837235228543324,3.9321853886005487,2.7142552409467813,8.094900417316579,-21.34590959876679,-211.8218729982091,-70.40482806216873
0.20066889632111243,3.8471346107453925,2.5303286777262106,8.39788149587143,-19.469030065284258,-217.34666279533295,-82.58782535603036
0.22296544035679156,3.77380781517993,2.382165459769261,8.566913148195422,-17.979669258257857,-223.02207365249302,-93.86094022189907
0.24526198439247074,3.7031657375823346,2.2713454322575903,8.554426407366297,-16.82233716590089,-229.53301926659364,-103.07665843393593
0.2675585284281499,3.6166761971408485,2.1897136883914827,8.28550067783616,-15.838970750717937,-235.76229688811807,-108.44431755193045
0.289855072463829,3.500964083072223,2.1100784409692332,7.804318483918582,-14.774617668596635,-238.24607501429634,-109.72210640593921
0.3121516164995082,3.3736897752477844,1.9970643840296691,7.393516545651644,-13.474951385824818,-234.0029830456473,-111.02837412890666
0.3344481605351874,3.2780634584928956,1.8512745939054065,7.318482415866776,-12.137191195835175,-225.8268639370587,-117.56287313874344
0.3567447045708665,3.2287375222922807,1.708117884326859,7.507079281100832,-11.030128611249271,-218.910559049771,-129.14340470646877
0.37904124860654564,3.2084569964120595,1.591141795744282,7.762464083661157,-10.210220053678778,-215.30304631246568,-142.600170234949
0.40133779264222486,3.195431365027793,1.503145031040329,7.9513366242621535,-9.606393556743885,-214.48604003954912,-155.20545319249268
0.42363433667790396,3.173888505921776,1.4340599393045113,8.017040338504303,-9.103092716322935,-214.54021826871627,-165.37647289076497
0.4459308807135831,3.1396617423659756,1.366047561380653,7.991389916522524,-8.577854533438346,-212.80156804421924,-173.44415567375856
0.4682274247492623,3.105176363936045,1.2852725848567779,7.990194633762655,-7.981996103424502,-207.92033069873702,-182.08522793902603
0.4905239687849415,3.0875395134044377,1.1961696319076707,8.10207845853558,-7.38644200649875,-201.56917777464582,-193.8091592837964
0.5128205128206206,3.0905644094713143,1.1133936888326676,8.31194286275836,-6.882029816872444,-196.34079130694568,-208.60599065488745
0.5351170568562998,3.10719809578686,1.0466179692466706,8.559270832911466,-6.504098722119131,-193.62637611340676,-225.03874556189615
0.5574136008919789,3.1284296866003265,0.9985207756998022,8.790028564498082,-6.2476040747728945,-193.74016230521937,-241.57122960821033
0.579710144927658,3.1463216876545603,0.9677261135927123,8.962846331276186,-6.089555317812823,-196.39258160094863,-256.80757728179344
0.6020066889633373,3.1539857348767013,0.9499490625316005,9.04522279440106,-5.992251584168327,-200.68732958166768,-269.4436733537115
0.6243032329990164,3.1464417012762618,0.937027030362484,9.02207572390032,-5.896601847111155,-204.798129885353,-278.6191349952452
0.6465997770346955,3.1250583770130866,0.9171247108913892,8.924872124412053,-5.7321365210736825,-206.19620803789135,-285.07321401564866
0.6688963210703748,3.101252687112376,0.88266753847273,8.838666245848225,-5.474750151030841,-203.72846361198958,-291.6953992381058
0.6911928651060538,3.0872180958099493,0.8388983448675749,8.827165138074854,-5.179724301640385,-199.17484566215796,-300.97632954220467
0.713489409141733,3.084865882673744,0.7964355484339846,8.882087931275116,-4.913793702225102,-195.0442038023543,-312.8653048986456
0.7357859531774122,3.0890649632955682,0.7613755797805495,8.962629573974082,-4.70387725481789,-192.5466963198841,-325.93920619790333
0.7580824972130913,3.0938651680776212,0.7344904637726686,9.032525436870978,-4.544828924302874,-191.67373616376716,-338.7639418246568
0.7803790412487704,3.0949590337029242,0.7132353476966433,9.070066759095386,-4.414868365019945,-191.6690341931965,-350.35742262350425
0.8026755852844497,3.0907006533012766,0.6932434879815731,9.07184399468808,-4.285216202403007,-191.35569421294335,-360.44699689036895
0.8249721293201288,3.0828810735318264,0.6702668528577252,9.054898059500946,-4.132705989781646,-189.67163364761507,-369.68167529654596
0.8472686733558079,3.0757477957758104,0.6428817056657281,9.04692761574008,-3.954683978291913,-186.4067060121644,-379.2973796647845
0.8695652173914872,3.0727439515296595,0.6132766603556143,9.065647129525171,-3.7688842974440466,-182.32388367468602,-390.1844665281728
0.8918617614271662,3.074348185578126,0.584882425390137,9.109529314637266,-3.5962644465494025,-178.4340618843836,-402.3664769618412
