ref_frequency_thz,ref_amplitude,ref_phase,sample_frequency_thz,sample_amplitude,sample_phase
0.0,0.0003445847921427138,0.0,0.0,6.516159033142108e-06,0.0
0.011111111111108584,0.00034490782605290434,7.5792769186155855,0.0111111111111149,6.668282879645845e-06,7.850719906651944
0.022222222222217168,0.000346133451879667,15.15621521088934,0.0222222222222298,7.104592654278104e-06,15.719988834841125
0.03333333333332575,0.00034899820918667975,22.729153062501734,0.0333333333333447,7.775213612821553e-06,23.618644502873675
0.044444444444434336,0.0003546131970944958,30.297739239109283,0.0444444444444596,8.620408554512636e-06,31.548795838906166
0.055555555555542924,0.0003642773818563046,37.8633679547609,0.0555555555555745,9.584206180427913e-06,39.5073873923074
0.0666666666666515,0.0003792245598897963,45.42915051428898,0.0666666666666894,1.0618494908524145e-05,47.48966234559051
0.07777777777776008,0.0004003639883114651,52.9992552191225,0.0777777777778043,1.1682092784527367e-05,55.49095450482745
0.08888888888886867,0.00042810332374274164,60.5778089930497,0.0888888888889192,1.2738732541632577e-05,63.50727249700217
0.09999999999997726,0.00046231382417744407,68.16788355208853,0.1000000000000341,1.375558740783992e-05,71.53534186623389
0.11111111111108585,0.0005024256845778118,75.77101299145116,0.111111111111149,1.4702641121652352e-05,79.572475766578
0.12222222222219442,0.0005475876626424987,83.38729211534351,0.12222222222226391,1.5552748751321815e-05,87.61642241074107
0.133333333333303,0.000596824559473575,91.01579912235083,0.1333333333333788,1.6282152346295573e-05,95.66523392019711
0.1444444444444116,0.000649157745913274,98.65506236314704,0.1444444444444937,1.687124728935435e-05,103.71716299707211
0.15555555555552017,0.000703683433885624,106.3034212261025,0.1555555555556086,1.7305447107605382e-05,111.7705828055157
0.16666666666662877,0.0007596172854832493,113.95925172921864,0.1666666666667235,1.757603992329305e-05,119.82392417142546
0.17777777777773734,0.000816316028941971,121.62108438691497,0.1777777777778384,1.76809638876868e-05,127.87562607745882
0.18888888888884592,0.0008732841219165853,129.28765277603296,0.1888888888889533,1.7625451966865594e-05,135.92409842157815
0.19999999999995452,0.0009301703968318879,136.95790327718177,0.2000000000000682,1.742250771824151e-05,143.96769988498835
0.2111111111110631,0.0009867574654996694,144.6309854098467,0.2111111111111831,1.7093169751449643e-05,152.00473889186642
0.2222222222221717,0.0010429455393418288,152.30623353943864,0.222222222222298,1.666649642327453e-05,160.03351226846203
0.23333333333328027,0.0010987319391183245,159.9831452581272,0.2333333333334129,1.617914518442554e-05,168.05240327571195
0.24444444444438884,0.0011541876076960153,167.66135871477172,0.24444444444452781,1.5674330634422994e-05,176.0600637742318
0.2555555555554974,0.0012094321530204874,175.34062973757756,0.2555555555556427,1.5199847995941183e-05,184.05569397693978
0.266666666666606,0.0012646091545327348,183.02080910221878,0.2666666666667576,1.4804835193673186e-05,192.03939210817106
0.2777777777777146,0.0013198635384908937,190.7018203007109,0.2777777777778725,1.4535187664407808e-05,200.01246907145935
0.2888888888888232,0.0013753226928330299,198.3836383609551,0.2888888888889874,1.4428182169323839e-05,207.97754522726956
0.29999999999993177,0.0014310826335706892,206.06627045380841,0.3000000000001023,1.4507743161156095e-05,215.9382602302476
0.31111111111104034,0.0014871999910279637,213.7497390862328,0.3111111111112172,1.4782215273201502e-05,223.89860515352026
0.3222222222221489,0.0015436899383278893,221.43406857258415,0.3222222222223321,1.5245764546427831e-05,231.86213639365218
0.33333333333325754,0.0016005295408118608,229.11927522184993,0.333333333333447,1.5882851416602363e-05,239.8314205871012
0.3444444444443661,0.0016576654627988242,236.80536133940848,0.3444444444445619,1.6673859251660815e-05,247.80789220184425
0.3555555555554747,0.0017150245988532167,244.4923127949733,0.3555555555556768,1.7599868577218604e-05,255.79205334465047
0.36666666666658326,0.001772526033113202,252.18009961998504,0.3666666666667917,1.8645457977379577e-05,263.7838188898032
0.37777777777769184,0.0018300927668986166,259.86867890729536,0.3777777777779066,1.979941758943189e-05,271.7828381067103
0.38888888888880047,0.0018876618586265836,267.5579992034675,0.3888888888890215,2.1053864733812933e-05,279.7887123204378
0.39999999999990904,0.0019451919433651496,275.2480055967501,0.4000000000001364,2.24024450523716e-05,287.80109978098005
0.4111111111110176,0.002002667491466625,282.938644787719,0.4111111111112513,2.3838263402447797e-05,295.81973442601236
0.4222222222221262,0.0020600995799877845,290.62986955919683,0.4222222222223662,2.5352051885009758e-05,303.8443944911601
0.43333333333323476,0.0021175233471175565,298.3216422163139,0.4333333333334811,2.693091061415015e-05,311.87485273182153
0.4444444444443434,0.002174992645459919,306.01393673139677,0.444444444444596,2.855778115036182e-05,319.9108304216475
0.45555555555545196,0.0022325726777669757,313.70673949114484,0.4555555555557109,3.021165842853472e-05,327.95196678461735
0.46666666666656054,0.002290331567929563,321.40004869649243,0.4666666666668258,3.186843521665686e-05,335.997806788267
0.4777777777776691,0.002348331877906824,329.0938725996797,0.4777777777779407,3.350221193551452e-05,344.0478046293407
0.4888888888887777,0.0024066230251714306,336.78822686873514,0.48888888888905563,3.508688798869726e-05,352.1013378710139
0.49999999999988626,0.0024652353946356415,344.4831314377295,0.5000000000001705,3.659786366324636e-05,360.15772723258107
0.5111111111109948,0.0025241766958176053,352.1786072255467,0.5111111111112854,3.801370808389428e-05,368.2162583690111
0.5222222222221035,0.002583430822481455,359.874673085253,0.5222222222224003,3.9317676611462757e-05,376.27620366195794
0.533333333333212,0.002642959166351948,367.57134328533357,0.5333333333335152,4.049898398353394e-05,384.3368434945571
0.5444444444443206,0.0027027040570703543,375.2686257336205,0.5444444444446301,4.155375555368085e-05,392.39748744454477
0.5555555555554292,0.0027625937798878655,382.9665210488665,0.555555555555745,4.2485589444802956e-05,400.45749624045163
0.5666666666665378,0.0028225484830791568,390.6650224786935,0.5666666666668599,4.3305670528485634e-05,408.5163051910081
0.5777777777776464,0.0028824862387532356,398.36411656922013,0.5777777777779748,4.403238760264879e-05,416.5734491375155
0.5888888888887549,0.0029423285615443923,406.06378442051056,0.5888888888890897,4.469042390476083e-05,424.6285878368284
0.5999999999998635,0.003002004807350944,413.76400331804695,0.6000000000002046,4.5309324525313194e-05,432.6815292001184
0.6111111111109722,0.0030614550494618546,421.4647485145,0.6111111111113195,4.5921597055909964e-05,440.732246324919
0.6222222222220807,0.00312063123864716,429.16599494586893,0.6222222222224344,4.6560473254220285e-05,448.7808833401631
0.6333333333331893,0.0031794966723930774,436.867718697134,0.6333333333335494,4.725753945813211e-05,456.8277454440912
0.6444444444442978,0.0032380240027010134,444.5698980794735,0.6444444444446642,4.804051050685671e-05,464.8732706680971
0.6555555555554065,0.003296192180743611,452.27251423790597,0.6555555555557792,4.893144778574627e-05,472.9179847178474
0.6666666666665151,0.0033539828534157176,459.9755512688587,0.666666666666894,4.994568351523116e-05,480.9624446895611
0.6777777777776236,0.003411376780204136,467.67899588575216,0.677777777778009,5.1091606964288484e-05,489.00718085827646
0.6888888888887322,0.0034683508241820545,475.3828367216928,0.6888888888891238,5.2371317253188215e-05,497.05264659681757
0.6999999999998407,0.003524875990845405,483.08706339705753,0.7000000000002388,5.378199470575491e-05,505.0991843875644
0.7111111111109494,0.003580916852559214,490.79166550265927,0.7111111111113536,5.531773126318793e-05,513.1470117415314
0.722222222222058,0.0036364325202979425,498.49663165449414,0.7222222222224685,5.697151428868112e-05,521.196226304623
0.7333333333331665,0.0036913791281903696,506.20194876395857,0.7333333333335834,5.873707557471978e-05,529.2468259891384
0.7444444444442752,0.0037457136020864136,513.907601639904,0.7444444444446983,6.061037864576624e-05,537.2987382883055
0.7555555555553837,0.0037993983122524494,521.6135729995915,0.7555555555558132,6.259059791792448e-05,545.3518528535316
0.7666666666664923,0.0038524060806546735,529.3198439190844,0.7666666666669281,6.468052409444332e-05,553.4060523447841
0.7777777777776009,0.0039047249386119356,537.0263947047689,0.777777777778043,6.688640170478387e-05,561.4612379038099
0.7888888888887094,0.003956362018618371,544.7332061211888,0.7888888888891579,6.921726425122034e-05,569.5173469697942
0.7999999999998181,0.004007346016529204,552.440260870215,0.8000000000002728,7.168387996018944e-05,577.5743624152148
0.8111111111109266,0.0040577277729559325,560.147545185982,0.8111111111113877,7.4297455829484e-05,585.6323131140329
0.8222222222220352,0.004107578686291442,567.8550503914594,0.8222222222225026,7.706826682480154e-05,593.6912670644475
0.8333333333331439,0.004156986870421927,575.5627742575925,0.8333333333336175,8.000437726375763e-05,601.7513190173687
0.8444444444442524,0.004206051190297167,583.2707220156576,0.8444444444447324,8.311060077345753e-05,609.8125750998399
0.855555555555361,0.004254873527803452,590.9789068977173,0.8555555555558473,8.638780556422665e-05,617.8751370637427
0.8666666666664695,0.004303549827106608,598.6873501177414,0.8666666666669622,8.983261931312057e-05,625.939088500214
0.8777777777775781,0.004352160621563272,606.3960802544232,0.8777777777780771,9.343753193558817e-05,634.0044847134496
0.8888888888886868,0.004400761835004003,614.1051320517704,0.888888888889192,9.71913446222173e-05,642.0713471094326
0.8999999999997953,0.004449376665646258,621.8145447096452,0.9000000000003069,0.00010107987717617292,650.1396621230805
0.9111111111109039,0.004497989295853052,629.5243597871436,0.9111111111114218,0.00010508682653566176,658.2093840443621
0.9222222222220124,0.004546541029492949,637.2346188807892,0.9222222222225367,0.00010919466715804731,666.2804406963063
0.9333333333331211,0.004594929254359634,644.9453612619509,0.9333333333336516,0.00011338549565463733,674.3527407705888
0.9444444444442296,0.00464300938159534,652.6566216608066,0.9444444444447665,0.00011764174339629116,682.4261816872634
0.9555555555553382,0.004690599654042816,660.3684283675964,0.9555555555558815,0.00012194670741520384,690.5006570386694
0.9666666666664468,0.004737488468851654,668.0808017885436,0.9666666666669963,0.00012628487809053485,698.5760629322485
0.9777777777775554,0.004783443651654908,675.793753548667,0.9777777777781113,0.00013064206889365577,706.6523028105555
0.988888888888664,0.004828222969383547,683.5072861828105,0.9888888888892261,0.00013500537661385048,714.7292905678631
0.9999999999997725,0.004871585087561515,691.2213934057313,1.000000000000341,0.00013936301821511357,722.8069519866784
1.0111111111108813,0.004913300168674719,698.9360609071211,1.011111111111456,0.0001437041014524119,730.8852246789213
1.0222222222219897,0.0049531593664885725,706.6512675815326,1.0222222222225708,0.00014801838977543036,738.9640568342617
1.0333333333330983,0.00499098258691309,714.3669870781922,1.0333333333336858,0.00015229611771157265,747.0434051519375
1.044444444444207,0.005026624045495709,722.0831895418365,1.0444444444448007,0.00015652790149958297,755.1232323626095
1.0555555555553156,0.005059975339448456,729.7998434123018,1.0555555555559155,0.00016070477273565252,763.2035047352099
1.066666666666424,0.005090965952585642,737.5169171561965,1.0666666666670304,0.00016481834240875947,771.2841899145733
1.0777777777775326,0.005119561309610227,745.2343808171196,1.0777777777781452,0.00016886108159688205,779.3652553563284
1.0888888888886412,0.005145758677995364,752.95220729005,1.0888888888892603,0.00017282668599912635,787.4466675260492
1.0999999999997498,0.0051695813689834075,760.670373249455,1.1000000000003751,0.0001767104768147415,795.5283919214269
1.1111111111108585,0.005191071803614348,768.3888596880181,1.11111111111149,0.0001805097820610586,803.610393870405
1.1222222222219669,0.005210284077250332,776.1076520523475,1.1222222222226048,0.00018422424126041437,811.6926399645906
1.1333333333330755,0.005227276671854947,783.8267399920071,1.1333333333337199,0.00018785598266693769,819.7750999134314
1.1444444444441841,0.005242105928064217,791.546116766794,1.1444444444448347,0.0001914096351616965,827.8577485560468
1.1555555555552928,0.005254820801793476,799.265778382385,1.1555555555559496,0.00019489215519861012,835.9405677477615
1.1666666666664014,0.0052654593000683505,806.9857225441264,1.1666666666670644,0.00019831247071193462,844.0235478491218
1.1777777777775098,0.005274046829279603,814.7059475311424,1.1777777777781795,0.00020168096623883035,852.1066885865721
1.1888888888886184,0.005280596510576024,822.4264510968275,1.1888888888892943,0.00020500885397414274,860.1899991236544
1.199999999999727,0.005285111337745394,830.1472294967875,1.2000000000004092,0.00020830749139762409,868.2734972741458
1.2111111111108357,0.005287587888771449,837.8682767319298,1.211111111111524,0.00021158771519373117,876.3572078947884
1.2222222222219443,0.00528802116760447,845.5895840739727,1.222222222222639,0.0002148592618341801,884.4411606026881
1.2333333333330527,0.005286410058629338,853.31113991521,1.233333333333754,0.0002181303368627053,892.5253870564455
1.2444444444441614,0.005282762829766568,861.0329299561943,1.2444444444448688,0.0002214073782883386,900.6099181064483
1.25555555555527,0.005277102123476812,868.7549377165238,1.2555555555559836,0.00022469503645590957,908.6947811474931
1.2666666666663786,0.0052694689262126745,876.477145327272,1.2666666666670987,0.00022799636619511658,916.7799979907857
1.2777777777774872,0.00525992510042209,884.1995345405725,1.2777777777782136,0.00023131320036709282,924.865583514024
1.2888888888885957,0.005248554190534666,891.9220878738776,1.2888888888893284,0.00023464665055337606,932.9515452559564
