	Reference	Reference		Sample	Sample		Phase offset	Phase Diff
Frequency (THz)	Amplitude	Phase	Frequency (THz)	Amplitude	Phase
2.85556E12	3.13468E-4	1986.12614	2.85556E12	8.19013E-5	2079.76244	93.6363	51.1347	42.5016
2.86667E12	2.92394E-4	1993.93489	2.86667E12	7.68533E-5	2087.94747	94.01258	51.3336	42.67898
2.87778E12	2.72404E-4	2001.74425	2.87778E12	7.20267E-5	2096.13333	94.38907	51.5326	42.85647
2.88889E12	2.53462E-4	2009.55421	2.88889E12	6.742E-5	2104.31991	94.7657	51.7316	43.0341
2.9E12	2.3553E-4	2017.36474	2.9E12	6.30295E-5	2112.50708	95.14234	51.9305	43.21184
2.91111E12	2.18571E-4	2025.17582	2.91111E12	5.88502E-5	2120.69468	95.51886	52.1295	43.38936
2.92222E12	2.02543E-4	2032.98744	2.92222E12	5.48759E-5	2128.88252	95.89508	52.3285	43.56658
2.93333E12	1.87406E-4	2040.79956	2.93333E12	5.10993E-5	2137.07037	96.27081	52.5274	43.74341
2.94444E12	1.7312E-4	2048.6122	2.94444E12	4.7513E-5	2145.258	96.64579	52.7264	43.91939
2.95556E12	1.59647E-4	2056.42538	2.95556E12	4.4109E-5	2153.44511	97.01973	52.9254	44.09433
2.96667E12	1.46949E-4	2064.23913	2.96667E12	4.08797E-5	2161.63139	97.39227	53.1243	44.26797
2.97778E12	1.34992E-4	2072.05353	2.97778E12	3.78181E-5	2169.81651	97.76297	53.3233	44.43967
2.98889E12	1.23745E-4	2079.86871	2.98889E12	3.49172E-5	2178.00005	98.13133	53.5223	44.60903
3E12	1.1318E-4	2087.68485	3E12	3.21711E-5	2186.18157	98.49672	53.7212	44.77552
3.01111E12	1.03275E-4	2095.50218	3.01111E12	2.95744E-5	2194.36056	98.85838	53.9202	44.93818
3.02222E12	9.40116E-5	2103.32103	3.02222E12	2.71226E-5	2202.53643	99.2154	54.1192	45.0962
3.03333E12	8.5375E-5	2111.14179	3.03333E12	2.48117E-5	2210.70849	99.56669	54.3181	45.24859
3.04444E12	7.73564E-5	2118.96496	3.04444E12	2.26389E-5	2218.87595	99.91099	54.5171	45.39389
3.05556E12	6.99507E-5	2126.7911	3.05556E12	2.0602E-5	2227.03789	100.24679	54.7161	45.53069
3.06667E12	6.31567E-5	2134.62087	3.06667E12	1.86999E-5	2235.19326	100.57239	54.915	45.65739
3.07778E12	5.69763E-5	2142.45494	3.07778E12	1.69327E-5	2243.34083	100.88589	55.114	45.77189
3.08889E12	5.14133E-5	2150.29397	3.08889E12	1.53017E-5	2251.47925	101.18527	55.313	45.87227
3.1E12	4.64717E-5	2158.13846	3.1E12	1.381E-5	2259.60703	101.46857	55.5119	45.95667
3.11111E12	4.21534E-5	2165.9886	3.11111E12	1.24619E-5	2267.72265	101.73404	55.7109	46.02314
3.12222E12	3.84549E-5	2173.84408	3.12222E12	1.12636E-5	2275.8247	101.98062	55.9099	46.07072
3.13333E12	3.53634E-5	2181.70389	3.13333E12	1.02217E-5	2283.91219	102.2083	56.1088	46.0995
3.14444E12	3.28533E-5	2189.56617	3.14444E12	9.34262E-6	2291.9849	102.41874	56.3078	46.11094
3.15556E12	3.08828E-5	2197.42834	3.15556E12	8.63037E-6	2300.04392	102.61557	56.5068	46.10877
3.16667E12	2.93947E-5	2205.28737	3.16667E12	8.08388E-6	2308.09187	102.8045	56.7057	46.0988
3.17778E12	2.83193E-5	2213.14022	3.17778E12	7.69468E-6	2316.13292	102.9927	56.9047	46.088
3.18889E12	2.75803E-5	2220.98433	3.18889E12	7.44581E-6	2324.17205	103.18771	57.1037	46.08401
3.2E12	2.7102E-5	2228.81795	3.2E12	7.31298E-6	2332.21403	103.39608	57.3027	46.09338
3.21111E12	2.68152E-5	2236.64019	3.21111E12	7.26767E-6	2340.26255	103.62236	57.5016	46.12076
3.22222E12	2.6661E-5	2244.45094	3.22222E12	7.28084E-6	2348.31977	103.86883	57.7006	46.16823
3.23333E12	2.65928E-5	2252.25068	3.23333E12	7.32609E-6	2356.38645	104.13576	57.8996	46.23616
3.24444E12	2.65749E-5	2260.04026	3.24444E12	7.38142E-6	2364.46237	104.4221	58.0985	46.3236
3.25556E12	2.65822E-5	2267.82075	3.25556E12	7.42983E-6	2372.5468	104.72605	58.2975	46.42855
3.26667E12	2.65974E-5	2275.59328	3.26667E12	7.45906E-6	2380.63882	105.04554	58.4965	46.54904
3.27778E12	2.66095E-5	2283.35901	3.27778E12	7.46102E-6	2388.73757	105.37857	58.6954	46.68317
3.28889E12	2.66121E-5	2291.11904	3.28889E12	7.43102E-6	2396.84236	105.72332	58.8944	46.82892
3.3E12	2.66018E-5	2298.87442	3.3E12	7.36706E-6	2404.95269	106.07827	59.0934	46.98487
3.31111E12	2.65775E-5	2306.62612	3.31111E12	7.26921E-6	2413.06833	106.44221	59.2923	47.14991
3.32222E12	2.65394E-5	2314.37501	3.32222E12	7.1391E-6	2421.18925	106.81424	59.4913	47.32294
3.33333E12	2.64886E-5	2322.12188	3.33333E12	6.97956E-6	2429.31565	107.19377	59.6903	47.50347
3.34444E12	2.64269E-5	2329.86742	3.34444E12	6.7943E-6	2437.4479	107.58047	59.8892	47.69127
3.35556E12	2.63563E-5	2337.61227	3.35556E12	6.58782E-6	2445.58655	107.97428	60.0882	47.88608
3.36667E12	2.62791E-5	2345.35694	3.36667E12	6.36525E-6	2453.73226	108.37532	60.2872	48.08812
3.37778E12	2.61981E-5	2353.10189	3.37778E12	6.13242E-6	2461.88581	108.78392	60.4861	48.29782
3.38889E12	2.61159E-5	2360.84748	3.38889E12	5.89578E-6	2470.04797	109.20049	60.6851	48.51539
3.4E12	2.60351E-5	2368.59399	3.4E12	5.66248E-6	2478.21945	109.62545	60.8841	48.74135
3.41111E12	2.59584E-5	2376.34165	3.41111E12	5.44019E-6	2486.40078	110.05914	61.083	48.97614
3.42222E12	2.58879E-5	2384.09057	3.42222E12	5.2369E-6	2494.59217	110.5016	61.282	49.2196
3.43333E12	2.58256E-5	2391.84082	3.43333E12	5.06047E-6	2502.79326	110.95244	61.481	49.47144
3.44444E12	2.57724E-5	2399.59238	3.44444E12	4.91791E-6	2511.00305	111.41068	61.6799	49.73078
3.45556E12	2.57288E-5	2407.34517	3.45556E12	4.81458E-6	2519.2198	111.87463	61.8789	49.99573
3.46667E12	2.5694E-5	2415.09905	3.46667E12	4.75332E-6	2527.44109	112.34205	62.0779	50.26415
3.47778E12	2.56661E-5	2422.85383	3.47778E12	4.73386E-6	2535.66415	112.81031	62.2768	50.53351
3.48889E12	2.56419E-5	2430.6093	3.48889E12	4.7527E-6	2543.88617	113.27687	62.4758	50.80107
3.5E12	2.56171E-5	2438.36518	3.5E12	4.80349E-6	2552.10473	113.73955	62.6748	51.06475
3.51111E12	2.5586E-5	2446.12121	3.51111E12	4.87789E-6	2560.31802	114.19681	62.8737	51.32311
3.52222E12	2.55419E-5	2453.87711	3.52222E12	4.96649E-6	2568.52491	114.6478	63.0727	51.5751
3.53333E12	2.54773E-5	2461.63262	3.53333E12	5.05973E-6	2576.72487	115.09225	63.2717	51.82055
3.54444E12	2.53842E-5	2469.38749	3.54444E12	5.14864E-6	2584.91781	115.53032	63.4706	52.05972
3.55556E12	2.52542E-5	2477.14149	3.55556E12	5.22525E-6	2593.10389	115.96241	63.6696	52.29281
3.56667E12	2.50793E-5	2484.89441	3.56667E12	5.28285E-6	2601.2834	116.389	63.8686	52.5204
3.57778E12	2.48519E-5	2492.64607	3.57778E12	5.31609E-6	2609.45662	116.81055	64.0675	52.74305
3.58889E12	2.45651E-5	2500.39633	3.58889E12	5.321E-6	2617.62377	117.22743	64.2665	52.96093
3.6E12	2.42137E-5	2508.14508	3.6E12	5.29487E-6	2625.78491	117.63984	64.4655	53.17434
3.61111E12	2.37935E-5	2515.89221	3.61111E12	5.23628E-6	2633.93998	118.04777	64.6644	53.38337
3.62222E12	2.33022E-5	2523.63766	3.62222E12	5.14496E-6	2642.08868	118.45102	64.8634	53.58762
3.63333E12	2.27392E-5	2531.38139	3.63333E12	5.02179E-6	2650.23053	118.84914	65.0624	53.78674
3.64444E12	2.21059E-5	2539.12337	3.64444E12	4.86883E-6	2658.36477	119.24141	65.2614	53.98001
3.65556E12	2.14053E-5	2546.8636	3.65556E12	4.68937E-6	2666.49038	119.62679	65.4603	54.16649
3.66667E12	2.06421E-5	2554.6021	3.66667E12	4.48808E-6	2674.60602	120.00392	65.6593	54.34462
3.67778E12	1.98226E-5	2562.33892	3.67778E12	4.27124E-6	2682.71002	120.3711	65.8583	54.5128
3.68889E12	1.89541E-5	2570.07413	3.68889E12	4.04698E-6	2690.80045	120.72631	66.0572	54.66911
3.7E12	1.80451E-5	2577.80782	3.7E12	3.82559E-6	2698.87521	121.06738	66.2562	54.81118
3.71111E12	1.71044E-5	2585.54011	3.71111E12	3.61967E-6	2706.93243	121.39233	66.4552	54.93713
3.72222E12	1.61414E-5	2593.27114	3.72222E12	3.44386E-6	2714.97115	121.70002	66.6541	55.04592
3.73333E12	1.51651E-5	2601.00109	3.73333E12	3.31373E-6	2722.99226	121.99117	66.8531	55.13807
3.74444E12	1.41847E-5	2608.73016	3.74444E12	3.24353E-6	2730.99945	122.26929	67.0521	55.21719
3.75556E12	1.32083E-5	2616.45855	3.75556E12	3.24297E-6	2738.99935	122.5408	67.251	55.2898
3.76667E12	1.22438E-5	2624.18649	3.76667E12	3.31441E-6	2747.00022	122.81373	67.45	55.36373
3.77778E12	1.12981E-5	2631.91418	3.77778E12	3.45201E-6	2755.00965	123.09547	67.649	55.44647
3.78889E12	1.03771E-5	2639.64176	3.78889E12	3.64348E-6	2763.03269	123.39092	67.8479	55.54302
3.8E12	9.48593E-6	2647.36932	3.8E12	3.87306E-6	2771.07138	123.70205	68.0469	55.65515
3.81111E12	8.62905E-6	2655.0968	3.81111E12	4.12436E-6	2779.12548	124.02868	68.2459	55.78278
3.82222E12	7.81006E-6	2662.8239	3.82222E12	4.38211E-6	2787.19348	124.36958	68.4448	55.92478
3.83333E12	7.03197E-6	2670.55002	3.83333E12	4.63294E-6	2795.2734	124.72338	68.6438	56.07958
3.84444E12	6.2974E-6	2678.27408	3.84444E12	4.86567E-6	2803.36328	125.0892	68.8428	56.2464
3.85556E12	5.60873E-6	2685.99432	3.85556E12	5.07122E-6	2811.4614	125.46708	69.0417	56.42538
3.86667E12	4.96857E-6	2693.70804	3.86667E12	5.24253E-6	2819.56633	125.85829	69.2407	56.61759
3.87778E12	4.38042E-6	2701.41126	3.87778E12	5.37442E-6	2827.67696	126.2657	69.4397	56.826
3.88889E12	3.84993E-6	2709.09834	3.88889E12	5.46348E-6	2835.79243	126.69409	69.6386	57.05549
3.9E12	3.38679E-6	2716.76187	3.9E12	5.50798E-6	2843.91212	127.15025	69.8376	57.31265
3.91111E12	3.00737E-6	2724.39355	3.91111E12	5.50769E-6	2852.03561	127.64207	70.0366	57.60547
3.92222E12	2.73668E-6	2731.98759	3.92222E12	5.46387E-6	2860.16268	128.17509	70.2355	57.93959
3.93333E12	2.6058E-6	2739.54792	3.93333E12	5.37905E-6	2868.29324	128.74532	70.4345	58.31082
3.94444E12	2.64023E-6	2747.09398	3.94444E12	5.25689E-6	2876.42737	129.33339	70.6335	58.69989
3.95556E12	2.84489E-6	2754.65376	3.95556E12	5.1021E-6	2884.5653	129.91154	70.8324	59.07914
3.96667E12	3.20175E-6	2762.24697	3.96667E12	4.92015E-6	2892.70739	130.46042	71.0314	59.42902
3.97778E12	3.6821E-6	2769.87802	3.97778E12	4.71721E-6	2900.85417	130.97615	71.2304	59.74575
3.98889E12	4.25819E-6	2777.54168	3.98889E12	4.49991E-6	2909.00628	131.4646	71.4293	60.0353
4E12	4.90716E-6	2785.23019	4E12	4.27522E-6	2917.16448	131.93429	71.6283	60.30599
4.01111E12	5.61023E-6	2792.93666	4.01111E12	4.05029E-6	2925.32962	132.39296	71.8273	60.56566
4.02222E12	6.35105E-6	2800.65584	4.02222E12	3.83231E-6	2933.50253	132.8467	72.0262	60.8205
4.03333E12	7.1143E-6	2808.38398	4.03333E12	3.62834E-6	2941.68394	133.29997	72.2252	61.07477
4.04444E12	7.88505E-6	2816.11848	4.04444E12	3.44513E-6	2949.87427	133.75579	72.4242	61.33159
4.05556E12	8.64845E-6	2823.85755	4.05556E12	3.2888E-6	2958.07345	134.2159	72.6232	61.5927
4.06667E12	9.38984E-6	2831.59997	4.06667E12	3.16447E-6	2966.28071	134.68074	72.8221	61.85864
4.07778E12	1.00949E-5	2839.34491	4.07778E12	3.07585E-6	2974.49449	135.14959	73.0211	62.12849
4.08889E12	1.07502E-5	2847.0918	4.08889E12	3.02479E-6	2982.71254	135.62075	73.2201	62.40065
4.1E12	1.13434E-5	2854.84028	4.1E12	3.01103E-6	2990.93221	136.09193	73.419	62.67293
4.11111E12	1.18635E-5	2862.59012	4.11111E12	3.03231E-6	2999.15089	136.56077	73.618	62.94277
4.12222E12	1.23016E-5	2870.34119	4.12222E12	3.08464E-6	3007.36646	137.02526	73.817	63.20826
4.13333E12	1.26512E-5	2878.09345	4.13333E12	3.16292E-6	3015.57752	137.48406	74.0159	63.46816
4.14444E12	1.2908E-5	2885.8469	4.14444E12	3.2615E-6	3023.78344	137.93653	74.2149	63.72163
4.15556E12	1.30706E-5	2893.6016	4.15556E12	3.37464E-6	3031.98423	138.38263	74.4139	63.96873
4.16667E12	1.31403E-5	2901.35763	4.16667E12	3.49692E-6	3040.18034	138.82271	74.6128	64.20991
4.17778E12	1.31214E-5	2909.11511	4.17778E12	3.62334E-6	3048.37245	139.25735	74.8118	64.44555
4.18889E12	1.30206E-5	2916.87418	4.18889E12	3.74943E-6	3056.56133	139.68715	75.0108	64.67635
4.2E12	1.28474E-5	2924.63499	4.2E12	3.87122E-6	3064.74771	140.11272	75.2097	64.90302
4.21111E12	1.26136E-5	2932.39768	4.21111E12	3.98518E-6	3072.93224	140.53456	75.4087	65.12586
4.22222E12	1.23327E-5	2940.16235	4.22222E12	4.08817E-6	3081.11545	140.9531	75.6077	65.3454
4.23333E12	1.20198E-5	2947.92907	4.23333E12	4.17737E-6	3089.29775	141.36868	75.8066	65.56208
4.24444E12	1.16909E-5	2955.69782	4.24444E12	4.25019E-6	3097.47945	141.78162	76.0056	65.77602
4.25556E12	1.13621E-5	2963.46844	4.25556E12	4.30422E-6	3105.66073	142.19229	76.2046	65.98769
4.26667E12	1.10494E-5	2971.24061	4.26667E12	4.33724E-6	3113.84171	142.6011	76.4035	66.1976
4.27778E12	1.07676E-5	2979.01381	4.27778E12	4.34717E-6	3122.02244	143.00863	76.6025	66.40613
4.28889E12	1.05298E-5	2986.78733	4.28889E12	4.33211E-6	3130.20291	143.41559	76.8015	66.61409
4.3E12	1.03469E-5	2994.56024	4.3E12	4.29044E-6	3138.38308	143.82284	77.0004	66.82244
4.31111E12	1.02271E-5	3002.33152	4.31111E12	4.22083E-6	3146.56288	144.23135	77.1994	67.03195
4.32222E12	1.01757E-5	3010.10012	4.32222E12	4.1224E-6	3154.74219	144.64206	77.3984	67.24366
4.33333E12	1.0195E-5	3017.86508	4.33333E12	3.99478E-6	3162.92087	145.05579	77.5973	67.45849
4.34444E12	1.02851E-5	3025.62565	4.34444E12	3.83829E-6	3171.09873	145.47308	77.7963	67.67678
4.35556E12	1.04433E-5	3033.38136	4.35556E12	3.65394E-6	3179.27544	145.89409	77.9953	67.89879
4.36667E12	1.06652E-5	3041.13206	4.36667E12	3.44359E-6	3187.45056	146.3185	78.1942	68.1243
4.37778E12	1.09445E-5	3048.87789	4.37778E12	3.20995E-6	3195.62336	146.74546	78.3932	68.35226
4.38889E12	1.12737E-5	3056.61924	4.38889E12	2.95659E-6	3203.7927	147.17346	78.5922	68.58126
4.4E12	1.16438E-5	3064.35662	4.4E12	2.68798E-6	3211.95679	147.60018	78.7911	68.80908
4.41111E12	1.20449E-5	3072.09062	4.41111E12	2.40954E-6	3220.11277	148.02214	78.9901	69.03204
4.42222E12	1.24661E-5	3079.82186	4.42222E12	2.12787E-6	3228.25603	148.43417	79.1891	69.24507
4.43333E12	1.28957E-5	3087.55089	4.43333E12	1.8513E-6	3236.37928	148.82839	79.388	69.44039
4.44444E12	1.33219E-5	3095.27817	4.44444E12	1.59132E-6	3244.47112	149.19294	79.587	69.60594
4.45556E12	1.37326E-5	3103.0041	4.45556E12	1.36516E-6	3252.51552	149.51142	79.786	69.72542
4.46667E12	1.41162E-5	3110.72894	4.46667E12	1.19934E-6	3260.49658	149.76764	79.9849	69.78274
4.47778E12	1.44618E-5	3118.45289	4.47778E12	1.12867E-6	3268.41792	149.96503	80.1839	69.78113
4.48889E12	1.47596E-5	3126.17607	4.48889E12	1.18006E-6	3276.32482	150.14875	80.3829	69.76585
4.5E12	1.50013E-5	3133.8985	4.5E12	1.3513E-6	3284.27644	150.37794	80.5819	69.79604
4.51111E12	1.51803E-5	3141.62017	4.51111E12	1.61787E-6	3292.29499	150.67482	80.7808	69.89402
4.52222E12	1.52919E-5	3149.34101	4.52222E12	1.95486E-6	3300.3698	151.02879	80.9798	70.04899
4.53333E12	1.53332E-5	3157.06091	4.53333E12	2.34516E-6	3308.48288	151.42197	81.1788	70.24317
4.54444E12	1.53037E-5	3164.77974	4.54444E12	2.77735E-6	3316.61982	151.84009	81.3777	70.46239
4.55556E12	1.52047E-5	3172.49731	4.55556E12	3.24237E-6	3324.77091	152.2736	81.5767	70.6969
4.56667E12	1.50395E-5	3180.21344	4.56667E12	3.73123E-6	3332.92988	152.71643	81.7757	70.94073
4.57778E12	1.4813E-5	3187.92793	4.57778E12	4.2339E-6	3341.09277	153.16484	81.9746	71.19024
4.58889E12	1.45316E-5	3195.64053	4.58889E12	4.73883E-6	3349.2571	153.61657	82.1736	71.44297
4.6E12	1.4203E-5	3203.35103	4.6E12	5.23299E-6	3357.42133	154.0703	82.3726	71.6977
4.61111E12	1.38357E-5	3211.05916	4.61111E12	5.70209E-6	3365.58452	154.52536	82.5715	71.95386
4.62222E12	1.34389E-5	3218.76468	4.62222E12	6.13101E-6	3373.74612	154.98144	82.7705	72.21094
4.63333E12	1.3022E-5	3226.46733	4.63333E12	6.50435E-6	3381.90584	155.43851	82.9695	72.46901
4.64444E12	1.25947E-5	3234.16686	4.64444E12	6.80697E-6	3390.06354	155.89668	83.1684	72.72828
4.65556E12	1.2166E-5	3241.86304	4.65556E12	7.02459E-6	3398.21917	156.35612	83.3674	72.98872
4.66667E12	1.17451E-5	3249.55566	4.66667E12	7.14433E-6	3406.37274	156.81709	83.5664	73.25069
4.67778E12	1.13403E-5	3257.24453	4.67778E12	7.1553E-6	3414.52432	157.27978	83.7653	73.51448
4.68889E12	1.09592E-5	3264.92954	4.68889E12	7.04899E-6	3422.67393	157.7444	83.9643	73.7801
4.7E12	1.0609E-5	3272.61061	4.7E12	6.81968E-6	3430.82166	158.21105	84.1633	74.04775
4.71111E12	1.02958E-5	3280.28777	4.71111E12	6.46472E-6	3438.96752	158.67976	84.3622	74.31756
4.72222E12	1.00252E-5	3287.96115	4.72222E12	5.98471E-6	3447.11154	159.15039	84.5612	74.58919
4.73333E12	9.80187E-6	3295.63101	4.73333E12	5.38354E-6	3455.25365	159.62263	84.7602	74.86243
4.74444E12	9.6297E-6	3303.29775	4.74444E12	4.66831E-6	3463.39368	160.09593	84.9591	75.13683
4.75556E12	9.51171E-6	3310.9619	4.75556E12	3.84922E-6	3471.53118	160.56928	85.1581	75.41118
4.76667E12	9.44992E-6	3318.62413	4.76667E12	2.93923E-6	3479.66495	161.04082	85.3571	75.68372
4.77778E12	9.44522E-6	3326.28521	4.77778E12	1.95382E-6	3487.791	161.50579	85.556	75.94979
4.78889E12	9.49728E-6	3333.94596	4.78889E12	9.11116E-7	3495.8861	161.94014	85.755	76.18514
4.8E12	9.60438E-6	3341.6072	4.8E12	1.8981E-7	3507.63201	166.0248	85.954	80.0708
4.81111E12	9.7634E-6	3349.26971	4.81111E12	1.28164E-6	3515.43469	166.16497	86.1529	80.01207
4.82222E12	9.9698E-6	3356.93413	4.82222E12	2.38486E-6	3523.54323	166.6091	86.3519	80.2572
4.83333E12	1.02177E-5	3364.60096	4.83333E12	3.46917E-6	3531.66758	167.06662	86.5509	80.51572
4.84444E12	1.05E-5	3372.27051	4.84444E12	4.51521E-6	3539.79587	167.52536	86.7498	80.77556
4.85556E12	1.08088E-5	3379.94295	4.85556E12	5.50525E-6	3547.92551	167.98257	86.9488	81.03377
4.86667E12	1.11351E-5	3387.61825	4.86667E12	6.42326E-6	3556.05568	168.43743	87.1478	81.28963
4.87778E12	1.14699E-5	3395.29626	4.87778E12	7.25531E-6	3564.18606	168.8898	87.3467	81.5431
4.88889E12	1.18039E-5	3402.97671	4.88889E12	7.98975E-6	3572.31657	169.33986	87.5457	81.79416
4.9E12	1.2128E-5	3410.65925	4.9E12	8.61746E-6	3580.44726	169.78801	87.7447	82.04331
4.91111E12	1.24339E-5	3418.34346	4.91111E12	9.13192E-6	3588.57819	170.23474	87.9437	82.29104
4.92222E12	1.27141E-5	3426.02887	4.92222E12	9.52926E-6	3596.70953	170.68066	88.1426	82.53806
4.93333E12	1.29623E-5	3433.715	4.93333E12	9.80818E-6	3604.84142	171.12642	88.3416	82.78482
4.94444E12	1.31741E-5	3441.40137	4.94444E12	9.96983E-6	3612.9741	171.57273	88.5406	83.03213
4.95556E12	1.33466E-5	3449.08748	4.95556E12	1.00177E-5	3621.10779	172.02031	88.7395	83.28081
4.96667E12	1.34792E-5	3456.77289	4.96667E12	9.95724E-6	3629.24278	172.46989	88.9385	83.53139
4.97778E12	1.35733E-5	3464.45716	4.97778E12	9.79583E-6	3637.37938	172.92222	89.1375	83.78472
4.98889E12	1.36327E-5	3472.13996	4.98889E12	9.54231E-6	3645.51796	173.378	89.3364	84.0416
5E12	1.36631E-5	3479.82101	5E12	9.20674E-6	3653.65892	173.83791	89.5354	84.30251
5.01111E12	1.36722E-5	3487.50017	5.01111E12	8.80012E-6	3661.80272	174.30255	89.7344	84.56815
5.02222E12	1.36688E-5	3495.17745	5.02222E12	8.33405E-6	3669.94989	174.77243	89.9333	84.83913
5.03333E12	1.36628E-5	3502.85304	5.03333E12	7.82043E-6	3678.10104	175.248	90.1323	85.1157
5.04444E12	1.36643E-5	3510.52732	5.04444E12	7.27118E-6	3686.25688	175.72956	90.3313	85.39826
5.05556E12	1.36825E-5	3518.20086	5.05556E12	6.69798E-6	3694.41824	176.21737	90.5302	85.68717
5.06667E12	1.37254E-5	3525.87445	5.06667E12	6.112E-6	3702.58612	176.71167	90.7292	85.98247
5.07778E12	1.37987E-5	3533.54898	5.07778E12	5.52373E-6	3710.76178	177.21279	90.9282	86.28459
5.08889E12	1.3906E-5	3541.22543	5.08889E12	4.94285E-6	3718.94677	177.72134	91.1271	86.59424
5.1E12	1.40478E-5	3548.90477	5.1E12	4.37821E-6	3727.14318	178.23841	91.3261	86.91231
5.11111E12	1.42225E-5	3556.58789	5.11111E12	3.83799E-6	3735.3538	178.76591	91.5251	87.24081
5.12222E12	1.44264E-5	3564.27553	5.12222E12	3.33009E-6	3743.58257	179.30704	91.724	87.58304
5.13333E12	1.46541E-5	3571.96826	5.13333E12	2.863E-6	3751.83504	179.86678	91.923	87.94378
5.14444E12	1.49001E-5	3579.66643	5.14444E12	2.44724E-6	3760.11887	180.45244	92.122	88.33044
5.15556E12	1.51583E-5	3587.37022	5.15556E12	2.09737E-6	3768.4435	181.07328	92.3209	88.75238
5.16667E12	1.54237E-5	3595.07961	5.16667E12	1.83385E-6	3776.81672	181.73711	92.5199	89.21721
5.17778E12	1.5692E-5	3602.79443	5.17778E12	1.68096E-6	3785.23506	182.44063	92.7189	89.72173
5.18889E12	1.59602E-5	3610.5144	5.18889E12	1.65594E-6	3793.673	183.1586	92.9178	90.2408
5.2E12	1.62266E-5	3618.2391	5.2E12	1.75466E-6	3802.09117	183.85208	93.1168	90.73528
5.21111E12	1.64908E-5	3625.96806	5.21111E12	1.95219E-6	3810.46276	184.4947	93.3158	91.1789
5.22222E12	1.67533E-5	3633.70073	5.22222E12	2.2181E-6	3818.78329	185.08256	93.5147	91.56786
5.23333E12	1.70154E-5	3641.43654	5.23333E12	2.52754E-6	3827.06044	185.6239	93.7137	91.9102
5.24444E12	1.72788E-5	3649.17485	5.24444E12	2.86297E-6	3835.30393	186.12908	93.9127	92.21638
5.25556E12	1.75451E-5	3656.91505	5.25556E12	3.2121E-6	3843.52182	186.60676	94.1116	92.49516
5.26667E12	1.7816E-5	3664.65653	5.26667E12	3.56578E-6	3851.72	187.06347	94.3106	92.75287
5.27778E12	1.80926E-5	3672.39869	5.27778E12	3.91654E-6	3859.90267	187.50398	94.5096	92.99438
5.28889E12	1.83753E-5	3680.14101	5.28889E12	4.25788E-6	3868.07285	187.93185	94.7085	93.22335
5.3E12	1.86642E-5	3687.88299	5.3E12	4.58392E-6	3876.23276	188.34977	94.9075	93.44227
5.31111E12	1.89583E-5	3695.62425	5.31111E12	4.88922E-6	3884.38406	188.75981	95.1065	93.65331
5.32222E12	1.92563E-5	3703.36445	5.32222E12	5.16882E-6	3892.52802	189.16357	95.3054	93.85817
5.33333E12	1.95564E-5	3711.10338	5.33333E12	5.4183E-6	3900.66565	189.56227	95.5044	94.05787
5.34444E12	1.98563E-5	3718.84089	5.34444E12	5.63385E-6	3908.79775	189.95686	95.7034	94.25346
5.35556E12	2.01534E-5	3726.57693	5.35556E12	5.81238E-6	3916.92496	190.34803	95.9024	94.44563
5.36667E12	2.0445E-5	3734.31152	5.36667E12	5.95161E-6	3925.04779	190.73627	96.1013	94.63497
5.37778E12	2.07286E-5	3742.04475	5.37778E12	6.05016E-6	3933.16665	191.1219	96.3003	94.8216
5.38889E12	2.10012E-5	3749.77677	5.38889E12	6.10762E-6	3941.28187	191.5051	96.4993	95.0058
5.4E12	2.12604E-5	3757.50778	5.4E12	6.12456E-6	3949.39371	191.88593	96.6982	95.18773
5.41111E12	2.15036E-5	3765.23801	5.41111E12	6.10254E-6	3957.5024	192.26438	96.8972	95.36718
5.42222E12	2.17288E-5	3772.96774	5.42222E12	6.04407E-6	3965.6081	192.64036	97.0962	95.54416
5.43333E12	2.19339E-5	3780.69722	5.43333E12	5.95251E-6	3973.71098	193.01376	97.2951	95.71866
5.44444E12	2.21174E-5	3788.42673	5.44444E12	5.83194E-6	3981.81122	193.38448	97.4941	95.89038
5.45556E12	2.22783E-5	3796.15657	5.45556E12	5.68693E-6	3989.909	193.75244	97.6931	96.05934
5.46667E12	2.24161E-5	3803.88698	5.46667E12	5.52235E-6	3998.00459	194.11762	97.892	96.22562
5.47778E12	2.25308E-5	3811.61821	5.47778E12	5.34307E-6	4006.0983	194.48009	98.091	96.38909
5.48889E12	2.26234E-5	3819.35047	5.48889E12	5.1537E-6	4014.19053	194.84006	98.29	96.55006
5.5E12	2.26954E-5	3827.08397	5.5E12	4.95828E-6	4022.28179	195.19782	98.4889	96.70892
5.51111E12	2.27493E-5	3834.81884	5.51111E12	4.76004E-6	4030.37267	195.55383	98.6879	96.86593
5.52222E12	2.27883E-5	3842.55519	5.52222E12	4.56124E-6	4038.4638	195.90861	98.8869	97.02171
5.53333E12	2.28164E-5	3850.29308	5.53333E12	4.36301E-6	4046.55586	196.26278	99.0858	97.17698
5.54444E12	2.28379E-5	3858.0325	5.54444E12	4.1654E-6	4054.64944	196.61693	99.2848	97.33213
5.55556E12	2.2858E-5	3865.77341	5.55556E12	3.96741E-6	4062.745	196.97159	99.4838	97.48779
5.56667E12	2.28818E-5	3873.51568	5.56667E12	3.76712E-6	4070.8428	197.32712	99.6827	97.64442
5.57778E12	2.29145E-5	3881.25914	5.57778E12	3.56193E-6	4078.94275	197.68361	99.8817	97.80191
