	Reference	Reference		Sample	Sample		Phase offset	Phase Diff
Frequency (THz)	Amplitude	Phase	Frequency (THz)	Amplitude	Phase
8.36667E12	2.19909E-5	5825.03844	8.36667E12	3.07165E-6	6121.02967	295.99123	149.823	146.16823
8.37778E12	2.14038E-5	5832.78308	8.37778E12	3.05547E-6	6129.13265	296.34957	150.022	146.32757
8.38889E12	2.07779E-5	5840.52856	8.38889E12	3.07046E-6	6137.23084	296.70228	150.22	146.48228
8.4E12	2.01133E-5	5848.27485	8.4E12	3.12008E-6	6145.32457	297.04971	150.419	146.63071
8.41111E12	1.94111E-5	5856.02188	8.41111E12	3.2065E-6	6153.41453	297.39264	150.618	146.77464
8.42222E12	1.86733E-5	5863.76956	8.42222E12	3.33037E-6	6161.50173	297.73217	150.817	146.91517
8.43333E12	1.79028E-5	5871.51781	8.43333E12	3.49075E-6	6169.58731	298.06951	151.016	147.05351
8.44444E12	1.71035E-5	5879.2665	8.44444E12	3.685E-6	6177.67233	298.40582	151.215	147.19082
8.45556E12	1.62798E-5	5887.01555	8.45556E12	3.9088E-6	6185.75763	298.74207	151.414	147.32807
8.46667E12	1.54365E-5	5894.76485	8.46667E12	4.15636E-6	6193.84379	299.07894	151.613	147.46594
8.47778E12	1.45788E-5	5902.51429	8.47778E12	4.42056E-6	6201.93111	299.41681	151.812	147.60481
8.48889E12	1.37121E-5	5910.2638	8.48889E12	4.6933E-6	6210.01965	299.75585	152.011	147.74485
8.5E12	1.28417E-5	5918.01332	8.5E12	4.9658E-6	6218.1093	300.09598	152.21	147.88598
8.51111E12	1.19726E-5	5925.76281	8.51111E12	5.22891E-6	6226.19982	300.43701	152.409	148.02801
8.52222E12	1.11097E-5	5933.5123	8.52222E12	5.4735E-6	6234.29087	300.77857	152.608	148.17057
8.53333E12	1.02574E-5	5941.26187	8.53333E12	5.69076E-6	6242.38207	301.1202	152.807	148.3132
8.54444E12	9.41952E-6	5949.01169	8.54444E12	5.87259E-6	6250.47299	301.4613	153.006	148.4553
8.55556E12	8.59943E-6	5956.76206	8.55556E12	6.01187E-6	6258.56315	301.80109	153.205	148.59609
8.56667E12	7.79992E-6	5964.51345	8.56667E12	6.10281E-6	6266.65202	302.13857	153.404	148.73457
8.57778E12	7.02328E-6	5972.26655	8.57778E12	6.14118E-6	6274.73901	302.47246	153.603	148.86946
8.58889E12	6.27137E-6	5980.02242	8.58889E12	6.12458E-6	6282.82345	302.80103	153.802	148.99903
8.6E12	5.54582E-6	5987.78261	8.6E12	6.05265E-6	6290.90454	303.12193	154.001	149.12093
8.61111E12	4.84838E-6	5995.54947	8.61111E12	5.92724E-6	6298.98137	303.4319	154.2	149.2319
8.62222E12	4.18137E-6	6003.32662	8.62222E12	5.75255E-6	6307.05286	303.72624	154.399	149.32724
8.63333E12	3.54871E-6	6011.11981	8.63333E12	5.53525E-6	6315.11775	303.99793	154.598	149.39993
8.64444E12	2.95765E-6	6018.93844	8.64444E12	5.28453E-6	6323.17457	304.23613	154.797	149.43913
8.65556E12	2.4223E-6	6026.79802	8.65556E12	5.01209E-6	6331.22177	304.42375	154.996	149.42775
8.66667E12	1.97033E-6	6034.72253	8.66667E12	4.73196E-6	6339.2578	304.53527	155.195	149.34027
8.67778E12	1.65194E-6	6042.73756	8.67778E12	4.46005E-6	6347.28143	304.54387	155.394	149.14987
8.68889E12	1.53338E-6	6050.83133	8.68889E12	4.21315E-6	6355.29234	304.461	155.593	148.868
8.7E12	1.64222E-6	6058.91773	8.7E12	4.00728E-6	6363.29171	304.37399	155.792	148.58199
8.71111E12	1.92737E-6	6066.91833	8.71111E12	3.85511E-6	6371.28292	304.36458	155.991	148.37358
8.72222E12	2.31342E-6	6074.8295	8.72222E12	3.76324E-6	6379.27144	304.44194	156.19	148.25194
8.73333E12	2.74782E-6	6082.67782	8.73333E12	3.73029E-6	6387.26406	304.58623	156.388	148.19823
8.74444E12	3.20086E-6	6090.4861	8.74444E12	3.74698E-6	6395.26724	304.78114	156.587	148.19414
8.75556E12	3.65543E-6	6098.26876	8.75556E12	3.79841E-6	6403.28586	305.0171	156.786	148.2311
8.76667E12	4.10069E-6	6106.03449	8.76667E12	3.86732E-6	6411.32268	305.28819	156.985	148.30319
8.77778E12	4.52886E-6	6113.78857	8.77778E12	3.93718E-6	6419.3787	305.59013	157.184	148.40613
8.78889E12	4.93381E-6	6121.53431	8.78889E12	3.99422E-6	6427.45388	305.91957	157.383	148.53657
8.8E12	5.3104E-6	6129.2738	8.8E12	4.02857E-6	6435.54775	306.27395	157.582	148.69195
8.81111E12	5.65421E-6	6137.00842	8.81111E12	4.03471E-6	6443.6599	306.65148	157.781	148.87048
8.82222E12	5.96143E-6	6144.73908	8.82222E12	4.01162E-6	6451.79022	307.05114	157.98	149.07114
8.83333E12	6.22895E-6	6152.46634	8.83333E12	3.96282E-6	6459.93887	307.47253	158.179	149.29353
8.84444E12	6.45435E-6	6160.19054	8.84444E12	3.89619E-6	6468.10624	307.9157	158.378	149.5377
8.85556E12	6.63607E-6	6167.91186	8.85556E12	3.82375E-6	6476.29258	308.38071	158.577	149.80371
8.86667E12	6.77349E-6	6175.63034	8.86667E12	3.76088E-6	6484.49742	308.86708	158.776	150.09108
8.87778E12	6.86702E-6	6183.34591	8.87778E12	3.72479E-6	6492.71892	309.37301	158.975	150.39801
8.88889E12	6.91823E-6	6191.05842	8.88889E12	3.73208E-6	6500.95327	309.89485	159.174	150.72085
8.9E12	6.92993E-6	6198.76764	8.9E12	3.79549E-6	6509.19469	310.42705	159.373	151.05405
8.91111E12	6.90621E-6	6206.47332	8.91111E12	3.92112E-6	6517.43639	310.96307	159.572	151.39107
8.92222E12	6.85248E-6	6214.17515	8.92222E12	4.10716E-6	6525.67208	311.49693	159.771	151.72593
8.93333E12	6.77545E-6	6221.87287	8.93333E12	4.34481E-6	6533.89726	312.02438	159.97	152.05438
8.94444E12	6.683E-6	6229.56629	8.94444E12	4.62071E-6	6542.10967	312.54339	160.169	152.37439
8.95556E12	6.58405E-6	6237.25533	8.95556E12	4.91949E-6	6550.30898	313.05365	160.368	152.68565
8.96667E12	6.48815E-6	6244.94018	8.96667E12	5.22584E-6	6558.49605	313.55587	160.567	152.98887
8.97778E12	6.40511E-6	6252.62133	8.97778E12	5.52566E-6	6566.67239	314.05107	160.766	153.28507
8.98889E12	6.34436E-6	6260.29965	8.98889E12	5.80666E-6	6574.83971	314.54006	160.965	153.57506
9E12	6.31426E-6	6267.97645	9E12	6.0585E-6	6582.99969	315.02324	161.164	153.85924
9.01111E12	6.32148E-6	6275.65338	9.01111E12	6.27281E-6	6591.15392	315.50053	161.363	154.13753
9.02222E12	6.37042E-6	6283.33236	9.02222E12	6.44306E-6	6599.30386	315.9715	161.562	154.4095
9.03333E12	6.46304E-6	6291.0153	9.03333E12	6.56439E-6	6607.45087	316.43557	161.761	154.67457
9.04444E12	6.5989E-6	6298.70396	9.04444E12	6.63352E-6	6615.59626	316.8923	161.96	154.9323
9.05556E12	6.77566E-6	6306.39973	9.05556E12	6.64861E-6	6623.74131	317.34158	162.159	155.18258
9.06667E12	6.98968E-6	6314.10353	9.06667E12	6.60922E-6	6631.88735	317.78382	162.358	155.42582
9.07778E12	7.23669E-6	6321.81581	9.07778E12	6.51628E-6	6640.03578	318.21997	162.556	155.66397
9.08889E12	7.51238E-6	6329.53659	9.08889E12	6.37222E-6	6648.18817	318.65158	162.755	155.89658
9.1E12	7.81285E-6	6337.26555	9.1E12	6.18113E-6	6656.34631	319.08076	162.954	156.12676
9.11111E12	8.1348E-6	6345.00209	9.11111E12	5.94911E-6	6664.51224	319.51015	163.153	156.35715
9.12222E12	8.47559E-6	6352.74544	9.12222E12	5.68472E-6	6672.68838	319.94294	163.352	156.59094
9.13333E12	8.83321E-6	6360.49474	9.13333E12	5.39963E-6	6680.87749	320.38275	163.551	156.83175
9.14444E12	9.20613E-6	6368.24906	9.14444E12	5.10932E-6	6689.08257	320.83351	163.75	157.08351
9.15556E12	9.59309E-6	6376.00746	9.15556E12	4.83371E-6	6697.30649	321.29903	163.949	157.35003
9.16667E12	9.99298E-6	6383.76903	9.16667E12	4.59708E-6	6705.55116	321.78212	164.148	157.63412
9.17778E12	1.04046E-5	6391.53292	9.17778E12	4.42649E-6	6713.81616	322.28324	164.347	157.93624
9.18889E12	1.08269E-5	6399.29834	9.18889E12	4.34766E-6	6722.09732	322.79898	164.546	158.25298
9.2E12	1.12583E-5	6407.06458	9.2E12	4.37857E-6	6730.3864	323.32182	164.745	158.57682
9.21111E12	1.16975E-5	6414.83101	9.21111E12	4.52353E-6	6738.67305	323.84204	164.944	158.89804
9.22222E12	1.21432E-5	6422.59712	9.22222E12	4.77159E-6	6746.94826	324.35115	165.143	159.20815
9.23333E12	1.25939E-5	6430.36245	9.23333E12	5.10025E-6	6755.20682	324.84437	165.342	159.50237
9.24444E12	1.30488E-5	6438.12666	9.24444E12	5.48146E-6	6763.44747	325.32081	165.541	159.77981
9.25556E12	1.35072E-5	6445.88947	9.25556E12	5.88657E-6	6771.67163	325.78216	165.74	160.04216
9.26667E12	1.3969E-5	6453.65068	9.26667E12	6.28917E-6	6779.88193	326.23125	165.939	160.29225
9.27778E12	1.44347E-5	6461.41014	9.27778E12	6.66609E-6	6788.08128	326.67114	166.138	160.53314
9.28889E12	1.49054E-5	6469.16778	9.28889E12	6.99771E-6	6796.2724	327.10462	166.337	160.76762
9.3E12	1.53828E-5	6476.92357	9.3E12	7.26791E-6	6804.45768	327.53412	166.536	160.99812
9.31111E12	1.58692E-5	6484.67752	9.31111E12	7.46396E-6	6812.6392	327.96168	166.735	161.22668
9.32222E12	1.63672E-5	6492.4297	9.32222E12	7.57655E-6	6820.81876	328.38906	166.934	161.45506
9.33333E12	1.68798E-5	6500.18019	9.33333E12	7.5998E-6	6828.99803	328.81784	167.133	161.68484
9.34444E12	1.741E-5	6507.92914	9.34444E12	7.53136E-6	6837.17859	329.24946	167.332	161.91746
9.35556E12	1.79608E-5	6515.67668	9.35556E12	7.37248E-6	6845.36207	329.68539	167.531	162.15439
9.36667E12	1.85348E-5	6523.42298	9.36667E12	7.1281E-6	6853.55022	330.12724	167.73	162.39724
9.37778E12	1.91339E-5	6531.16823	9.37778E12	6.80699E-6	6861.74503	330.5768	167.929	162.6478
9.38889E12	1.97593E-5	6538.9126	9.38889E12	6.42186E-6	6869.94886	331.03626	168.128	162.90826
9.4E12	2.04114E-5	6546.65626	9.4E12	5.98948E-6	6878.16453	331.50827	168.327	163.18127
9.41111E12	2.10894E-5	6554.39938	9.41111E12	5.53086E-6	6886.39538	331.996	168.526	163.47
9.42222E12	2.17912E-5	6562.1421	9.42222E12	5.07133E-6	6894.64513	332.50303	168.724	163.77903
9.43333E12	2.25137E-5	6569.88455	9.43333E12	4.64013E-6	6902.91732	333.03276	168.923	164.10976
9.44444E12	2.32523E-5	6577.62683	9.44444E12	4.26881E-6	6911.21394	333.58711	169.122	164.46511
9.45556E12	2.40014E-5	6585.36902	9.45556E12	3.98714E-6	6919.53335	334.16433	169.321	164.84333
9.46667E12	2.47545E-5	6593.11117	9.46667E12	3.816E-6	6927.86831	334.75714	169.52	165.23714
9.47778E12	2.55038E-5	6600.85332	9.47778E12	3.7596E-6	6936.20664	335.35332	169.719	165.63432
9.48889E12	2.62412E-5	6608.59548	9.48889E12	3.80261E-6	6944.53549	335.94001	169.918	166.02201
9.5E12	2.69577E-5	6616.33766	9.5E12	3.91549E-6	6952.84615	336.5085	170.117	166.3915
9.51111E12	2.76444E-5	6624.07985	9.51111E12	4.06415E-6	6961.13575	337.0559	170.316	166.7399
9.52222E12	2.82921E-5	6631.82204	9.52222E12	4.2179E-6	6969.40575	337.58371	170.515	167.06871
9.53333E12	2.88921E-5	6639.56421	9.53333E12	4.35328E-6	6977.65972	338.09551	170.714	167.38151
9.54444E12	2.9436E-5	6647.30635	9.54444E12	4.45483E-6	6985.90177	338.59541	170.913	167.68241
9.55556E12	2.99162E-5	6655.04844	9.55556E12	4.51438E-6	6994.13571	339.08726	171.112	167.97526
9.56667E12	3.03261E-5	6662.79048	9.56667E12	4.53005E-6	7002.36485	339.57437	171.311	168.26337
9.57778E12	3.06602E-5	6670.53246	9.57778E12	4.50509E-6	7010.59193	340.05947	171.51	168.54947
9.58889E12	3.09143E-5	6678.27439	9.58889E12	4.44687E-6	7018.81903	340.54464	171.709	168.83564
9.6E12	3.10858E-5	6686.01628	9.6E12	4.36564E-6	7027.04759	341.03131	171.908	169.12331
9.61111E12	3.11732E-5	6693.75817	9.61111E12	4.27335E-6	7035.2782	341.52003	172.107	169.41303
9.62222E12	3.1177E-5	6701.50009	9.62222E12	4.18217E-6	7043.51051	342.01042	172.306	169.70442
9.63333E12	3.10989E-5	6709.24208	9.63333E12	4.10294E-6	7051.74307	342.50099	172.505	169.99599
9.64444E12	3.09422E-5	6716.98422	9.64444E12	4.04374E-6	7059.97345	342.98923	172.704	170.28523
9.65556E12	3.07114E-5	6724.72656	9.65556E12	4.00889E-6	7068.19845	343.47189	172.903	170.56889
9.66667E12	3.04126E-5	6732.4692	9.66667E12	3.99867E-6	7076.41469	343.94549	173.102	170.84349
9.67778E12	3.00528E-5	6740.21221	9.67778E12	4.01003E-6	7084.61906	344.40685	173.301	171.10585
9.68889E12	2.96398E-5	6747.95569	9.68889E12	4.03787E-6	7092.80917	344.85348	173.5	171.35348
9.7E12	2.91824E-5	6755.69973	9.7E12	4.07667E-6	7100.98351	345.28377	173.699	171.58477
9.71111E12	2.86898E-5	6763.44444	9.71111E12	4.12187E-6	7109.14143	345.69699	173.898	171.79899
9.72222E12	2.81715E-5	6771.18989	9.72222E12	4.17081E-6	7117.28304	346.09315	174.097	171.99615
9.73333E12	2.76372E-5	6778.93616	9.73333E12	4.22313E-6	7125.40907	346.47291	174.296	172.17691
9.74444E12	2.70964E-5	6786.68332	9.74444E12	4.28058E-6	7133.52082	346.83749	174.495	172.34249
9.75556E12	2.65582E-5	6794.43141	9.75556E12	4.34646E-6	7141.62007	347.18866	174.693	172.49566
9.76667E12	2.60315E-5	6802.18042	9.76667E12	4.42465E-6	7149.70909	347.52867	174.892	172.63667
9.77778E12	2.5524E-5	6809.93035	9.77778E12	4.51859E-6	7157.79048	347.86013	175.091	172.76913
9.78889E12	2.50429E-5	6817.68113	9.78889E12	4.63034E-6	7165.867	348.18587	175.29	172.89587
9.8E12	2.4594E-5	6825.43266	9.8E12	4.75993E-6	7173.94138	348.50872	175.489	173.01972
9.81111E12	2.41823E-5	6833.18479	9.81111E12	4.9052E-6	7182.01602	348.83123	175.688	173.14323
9.82222E12	2.3811E-5	6840.93737	9.82222E12	5.06202E-6	7190.0929	349.15553	175.887	173.26853
9.83333E12	2.34825E-5	6848.6902	9.83333E12	5.22489E-6	7198.17344	349.48324	176.086	173.39724
9.84444E12	2.31975E-5	6856.44305	9.84444E12	5.38767E-6	7206.25857	349.81552	176.285	173.53052
9.85556E12	2.29556E-5	6864.1957	9.85556E12	5.54429E-6	7214.34878	350.15308	176.484	173.66908
9.86667E12	2.27551E-5	6871.94795	9.86667E12	5.68938E-6	7222.44427	350.49631	176.683	173.81331
9.87778E12	2.25934E-5	6879.6996	9.87778E12	5.81868E-6	7230.54497	350.84537	176.882	173.96337
9.88889E12	2.24671E-5	6887.45049	9.88889E12	5.92931E-6	7238.65073	351.20024	177.081	174.11924
9.9E12	2.23719E-5	6895.20048	9.9E12	6.01988E-6	7246.76127	351.5608	177.28	174.2808
9.91111E12	2.23034E-5	6902.94949	9.91111E12	6.0904E-6	7254.87631	351.92682	177.479	174.44782
9.92222E12	2.22569E-5	6910.69749	9.92222E12	6.14214E-6	7262.99552	352.29803	177.678	174.62003
9.93333E12	2.22277E-5	6918.44449	9.93333E12	6.17738E-6	7271.11852	352.67403	177.877	174.79703
9.94444E12	2.22114E-5	6926.19054	9.94444E12	6.1991E-6	7279.24494	353.0544	178.076	174.9784
9.95556E12	2.22041E-5	6933.93573	9.95556E12	6.21066E-6	7287.37432	353.43859	178.275	175.16359
9.96667E12	2.22022E-5	6941.6802	9.96667E12	6.21539E-6	7295.50619	353.82599	178.474	175.35199
9.97778E12	2.22029E-5	6949.4241	9.97778E12	6.21633E-6	7303.63998	354.21588	178.673	175.54288
9.98889E12	2.22042E-5	6957.1676	9.98889E12	6.21586E-6	7311.7751	354.60749	178.872	175.73549
1E13	2.22048E-5	6964.91091	1E13	6.21553E-6	7319.91088	354.99997	179.071	175.92897
