time_ps,amplitude,stderr
1.103499999999993548e+02,-1.068679245283018890e-04,7.909151196508631436e-06
1.103999999999993520e+02,-9.694339622641511868e-05,6.902794285859460322e-06
1.104499999999993491e+02,-9.516981132075470230e-05,6.697115835871902427e-06
1.104999999999993463e+02,-1.045283018867924327e-04,6.197910956958927611e-06
1.105499999999993435e+02,-9.747169811320755776e-05,6.798980289886163759e-06
1.105999999999993406e+02,-1.155471698113207362e-04,6.700136077093816441e-06
1.106499999999993378e+02,-1.092452830188679733e-04,5.915562598321927379e-06
1.106999999999993349e+02,-1.068679245283019025e-04,5.732250468458509573e-06
1.107499999999993321e+02,-9.584905660377358546e-05,6.935567583465445418e-06
1.107999999999993292e+02,-9.649056603773588131e-05,6.157053490390023461e-06
1.108499999999993264e+02,-9.901886792452830124e-05,5.763741180879765119e-06
1.108999999999993236e+02,-1.044528301886792174e-04,6.352780933383865752e-06
1.109499999999993207e+02,-1.001509433962263811e-04,6.998519714632144221e-06
